,State,495,500,507,514,521,528,535
0,Washington,NaN,4139,2791,1751,1029,573,303
1,Illinois,NaN,3177,1738,886,425,194,85
2,California,NaN,6430,4727,3278,2135,1306,749
3,Arizona,NaN,3037,2299,1613,1047,628,351
4,Massachusetts,NaN,1617,1077,702,449,280,170
5,Wisconsin,NaN,1567,982,575,316,164,81
6,Texas,NaN,7003,4643,2880,1676,917,476
7,Nebraska,NaN,287,188,120,75,47,27
8,Utah,NaN,807,403,193,91,41,20
9,Oregon,NaN,1919,1304,833,500,282,150
10,Florida,NaN,10138,6885,4478,2796,1680,972
11,New York,NaN,4470,2880,1791,1075,623,348
12,Rhode Island,NaN,306,184,105,57,30,15
13,Georgia,NaN,2086,1226,670,344,167,78
14,New Hampshire,NaN,292,196,131,88,58,39
15,North Carolina,NaN,3610,2427,1552,950,556,314
16,New Jersey,NaN,653,327,160,77,36,17
17,Colorado,NaN,3190,2080,1291,763,429,230
18,Maryland,NaN,1137,727,461,290,181,113
19,Nevada,NaN,1717,1414,1113,840,605,417
20,Tennessee,NaN,942,471,219,97,40,17
21,Hawaii,NaN,249,151,88,50,28,15
22,Indiana,NaN,3558,2761,2063,1484,1029,685
23,Kentucky,NaN,645,279,117,49,20,8
24,Minnesota,NaN,1629,846,411,190,83,36
25,Oklahoma,NaN,57,29,15,8,4,2
26,Pennsylvania,NaN,4954,3499,2447,1694,1163,792
27,South Carolina,NaN,1964,1476,1072,750,507,329
28,District of Columbia,NaN,116,75,47,29,18,10
29,Kansas,NaN,855,601,377,214,110,52
30,Missouri,NaN,3508,3300,2940,2469,1957,1468
31,Vermont,NaN,99,62,38,21,13,6
32,Virginia,NaN,1829,1175,716,415,229,121
33,Connecticut,NaN,609,372,222,130,74,42
34,Iowa,NaN,694,464,294,177,101,56
35,Louisiana,NaN,1989,1382,870,500,264,130
36,Ohio,NaN,3580,2642,1906,1346,929,628
37,Michigan,NaN,3705,2257,1348,792,458,260
38,South Dakota,NaN,88,46,23,11,5,2
39,Arkansas,NaN,881,587,350,188,94,43
40,Delaware,NaN,428,280,177,107,62,35
41,Mississippi,NaN,1237,1097,928,746,567,407
42,New Mexico,NaN,1250,1016,789,593,435,316
43,North Dakota,NaN,298,212,147,97,62,39
44,Wyoming,NaN,646,666,660,625,571,506
45,Alaska,NaN,291,214,153,109,75,50
46,Maine,NaN,539,314,172,89,43,20
47,Alabama,NaN,319,149,69,31,15,6
48,Idaho,NaN,794,704,619,542,469,405
49,Montana,NaN,535,548,554,537,486,402
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1252,955,690,472,305,187
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
