,State,600,605,612,619,626,633,640
0,Washington,NaN,25781,23776,20371,16211,11994,8263
1,Illinois,NaN,16565,10511,5947,3044,1438,638
2,California,NaN,54153,37297,23634,13880,7616,3931
3,Arizona,NaN,15566,11536,7852,4927,2869,1557
4,Massachusetts,NaN,6154,3668,1937,927,412,175
5,Wisconsin,NaN,10017,7150,4562,2626,1378,669
6,Texas,NaN,128951,114473,96768,78622,61663,46944
7,Nebraska,NaN,5599,5046,4167,3160,2207,1425
8,Utah,NaN,8649,7701,6480,5159,3897,2799
9,Oregon,NaN,8083,4740,2464,1164,512,214
10,Florida,NaN,75074,48964,29742,16899,9038,4574
11,New York,NaN,17332,10001,5136,2407,1054,440
12,Rhode Island,NaN,1104,659,352,172,77,33
13,Georgia,NaN,39325,26749,16962,10106,5682,3028
14,New Hampshire,NaN,1640,1126,690,386,202,99
15,North Carolina,NaN,18674,10931,5758,2778,1253,538
16,New Jersey,NaN,11176,8313,5598,3424,1921,999
17,Colorado,NaN,12578,11216,9183,6888,4771,3031
18,Maryland,NaN,3810,2041,978,437,186,78
19,Nevada,NaN,4370,3035,1954,1169,654,342
20,Tennessee,NaN,46619,39416,31167,23344,16826,11732
21,Hawaii,NaN,3194,2460,1867,1405,1053,788
22,Indiana,NaN,28675,24441,18962,13374,8689,5222
23,Kentucky,NaN,17786,11068,6099,3041,1404,612
24,Minnesota,NaN,6271,3790,2032,991,453,197
25,Oklahoma,NaN,14493,11845,9217,6878,4971,3473
26,Pennsylvania,NaN,15488,9848,5632,2994,1520,752
27,South Carolina,NaN,31999,26561,20756,15436,11054,7671
28,District of Columbia,NaN,744,480,277,145,69,31
29,Kansas,NaN,9172,7775,6187,4636,3278,2192
30,Missouri,NaN,9878,7763,5976,4533,3401,2530
31,Vermont,NaN,503,295,152,72,31,13
32,Virginia,NaN,18768,13867,9091,5337,2845,1398
33,Connecticut,NaN,1931,1111,574,271,121,51
34,Iowa,NaN,7620,6265,4726,3314,2191,1383
35,Louisiana,NaN,12052,8212,5431,3506,2216,1376
36,Ohio,NaN,41482,35992,28855,21927,16135,11653
37,Michigan,NaN,18503,16479,13220,9560,6256,3730
38,South Dakota,NaN,2184,1521,942,525,268,128
39,Arkansas,NaN,7629,5258,3409,2084,1204,660
40,Delaware,NaN,1488,1310,1126,942,768,609
41,Mississippi,NaN,15399,12105,9110,6634,4695,3245
42,New Mexico,NaN,3310,2116,1207,622,294,129
43,North Dakota,NaN,2902,2558,1997,1392,876,503
44,Wyoming,NaN,2701,2109,1550,1096,759,520
45,Alaska,NaN,3028,2358,1710,1162,746,456
46,Maine,NaN,3358,3824,4067,4010,3655,3078
47,Alabama,NaN,25341,21048,16521,12325,8784,5999
48,Idaho,NaN,6420,5386,4110,2868,1849,1105
49,Montana,NaN,4372,4210,3747,3096,2390,1737
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,12809,11706,9459,6859,4525,2743
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
