,State,824,829,836,843,850,857,864
0,Washington,NaN,3,1,1,0,0,0
1,Illinois,NaN,1,1,0,0,0,0
2,California,NaN,13,6,2,1,1,0
3,Arizona,NaN,0,1,0,0,0,0
4,Massachusetts,NaN,2172,865,335,129,49,18
5,Wisconsin,NaN,0,0,0,0,0,0
6,Texas,NaN,2,1,0,0,0,0
7,Nebraska,NaN,3,1,0,0,0,0
8,Utah,NaN,0,0,0,0,0,0
9,Oregon,NaN,39,22,11,6,4,1
10,Florida,NaN,1,0,0,0,0,0
11,New York,NaN,2,1,0,0,0,0
12,Rhode Island,NaN,0,0,0,0,0,0
13,Georgia,NaN,2,1,0,0,0,0
14,New Hampshire,NaN,1285,887,540,302,159,82
15,North Carolina,NaN,1,0,0,1,0,0
16,New Jersey,NaN,4121,1913,841,359,152,63
17,Colorado,NaN,977,423,177,71,29,11
18,Maryland,NaN,5857,6351,6289,5615,4492,3216
19,Nevada,NaN,0,0,0,0,0,0
20,Tennessee,NaN,0,0,0,0,0,0
21,Hawaii,NaN,0,0,0,0,0,0
22,Indiana,NaN,1,0,1,0,0,0
23,Kentucky,NaN,1,0,1,0,0,0
24,Minnesota,NaN,1,0,0,0,0,0
25,Oklahoma,NaN,0,0,0,0,0,0
26,Pennsylvania,NaN,1326,783,427,217,103,46
27,South Carolina,NaN,0,0,0,0,0,0
28,District of Columbia,NaN,0,0,0,0,0,0
29,Kansas,NaN,0,0,0,0,0,0
30,Missouri,NaN,210,111,54,25,11,4
31,Vermont,NaN,1508,1142,763,466,267,145
32,Virginia,NaN,6239,5781,4866,3706,2563,1614
33,Connecticut,NaN,1,0,0,0,0,0
34,Iowa,NaN,1,0,0,0,0,0
35,Louisiana,NaN,0,0,0,0,0,0
36,Ohio,NaN,1,0,0,0,0,0
37,Michigan,NaN,12,5,2,1,0,0
38,South Dakota,NaN,1,0,0,0,0,0
39,Arkansas,NaN,0,0,0,0,0,0
40,Delaware,NaN,0,0,0,0,0,0
41,Mississippi,NaN,1,0,0,0,0,0
42,New Mexico,NaN,1,0,0,0,0,0
43,North Dakota,NaN,0,0,0,0,0,0
44,Wyoming,NaN,0,0,0,0,0,0
45,Alaska,NaN,0,0,0,0,0,0
46,Maine,NaN,110,46,20,8,4,1
47,Alabama,NaN,2,1,1,0,0,0
48,Idaho,NaN,10,4,1,1,0,0
49,Montana,NaN,1,1,0,0,0,0
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1,0,0,0,0,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
