,State,291,297,304,311,318,325,332
0,Washington,117331,10480,14899,17634,18383,18744,18637
1,Illinois,487987,84344,108999,122144,125398,125162,122760
2,California,972713,41165,52097,58445,60488,61196,61300
3,Arizona,259264,13086,16614,18615,19266,19462,19459
4,Massachusetts,171399,11542,12802,13734,13884,13932,13883
5,Wisconsin,281910,39203,41497,42483,42566,42481,41936
6,Texas,1003478,56522,70926,79770,82335,83138,83242
7,Nebraska,83969,11847,14628,15908,16380,16207,16004
8,Utah,132621,14144,17298,18832,19337,19444,19376
9,Oregon,50448,5198,6497,7223,7504,7587,7589
10,Florida,843897,38325,48995,55951,57873,58431,58829
11,New York,529036,20899,26126,29271,30297,30522,30738
12,Rhode Island,36380,2808,2704,2580,2579,2553,2582
13,Georgia,406061,10431,10663,10840,10877,10972,10981
14,New Hampshire,12488,1362,1749,2014,2096,2097,2142
15,North Carolina,293339,16865,17657,18177,18428,18423,18466
16,New Jersey,254595,16885,20838,23069,23865,23930,23875
17,Colorado,130984,23634,27238,29237,29621,29783,29584
18,Maryland,153996,8989,11016,12211,12566,12722,12788
19,Nevada,110022,8329,10091,11101,11539,11552,11633
20,Tennessee,281851,15263,17483,18895,19543,19635,19819
21,Hawaii,16179,839,1198,1414,1485,1524,1510
22,Indiana,210374,30732,36935,40237,41406,41560,41475
23,Kentucky,120838,13228,14222,14901,15117,15149,15078
24,Minnesota,180862,32920,43006,48308,50002,49939,49173
25,Oklahoma,136258,8778,9448,9941,10066,10082,10181
26,Pennsylvania,235014,22579,26919,29637,30445,30867,30848
27,South Carolina,185688,8073,8783,9279,9513,9501,9608
28,District of Columbia,18001,623,524,482,463,460,477
29,Kansas,104622,10977,13065,14166,14544,14653,14542
30,Missouri,212869,24223,30217,33403,34668,34843,34810
31,Vermont,2392,210,261,289,300,319,305
32,Virginia,192175,10074,11443,12272,12535,12577,12618
33,Connecticut,78125,7763,7829,7858,7900,7865,7856
34,Iowa,154778,22834,28785,31643,32128,31886,30959
35,Louisiana,192981,4257,5261,5970,6250,6228,6270
36,Ohio,250268,35760,45335,51016,52391,53156,53138
37,Michigan,229073,36513,44522,48907,50205,50272,50338
38,South Dakota,55404,7127,7489,7540,7558,7578,7499
39,Arkansas,121866,8838,10615,11659,11978,12136,12216
40,Delaware,26603,1479,1737,1901,1942,1971,1970
41,Mississippi,126689,5212,6035,6585,6787,6814,6843
42,New Mexico,54881,6829,7427,7693,7780,7846,7807
43,North Dakota,54305,8003,8357,8285,8226,8102,7619
44,Wyoming,17310,2628,2889,3014,3042,3081,3100
45,Alaska,19826,1924,2120,2248,2321,2313,2328
46,Maine,7693,1337,2109,2630,2757,2816,2824
47,Alabama,204665,10797,12031,12802,13068,13018,13158
48,Idaho,72961,7257,8316,8931,9184,9247,9255
49,Montana,39679,5098,5461,5629,5644,5699,5659
50,Puerto Rico,38100,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,1405,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,5077,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,28404,3801,4576,5001,5194,5193,5260
54,Northern Mariana Islands,100,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
