,State,361,367,374,381,388
0,Washington,289939,18888,20089,21648,23729
1,Illinois,1068829,39748,36789,33985,31524
2,California,2991731,301176,308910,307995,300363
3,Arizona,673882,60900,57707,51326,43308
4,Massachusetts,470140,39601,38916,36823,33701
5,Wisconsin,568166,17315,16362,15933,16049
6,Texas,2127111,143662,145489,144103,139809
7,Nebraska,181978,4994,4451,4187,4179
8,Utah,323837,17399,17321,17751,18747
9,Oregon,133205,7409,7315,7530,8112
10,Florida,1571279,100364,103383,105320,106291
11,New York,1242561,100996,97685,90467,80931
12,Rhode Island,104443,6944,6483,5876,5206
13,Georgia,815995,64308,69294,73201,75577
14,New Hampshire,56864,5587,5778,5983,6226
15,North Carolina,674637,56432,60759,65114,69411
16,New Jersey,627221,36865,34538,31048,27007
17,Colorado,374981,14307,12975,12166,11899
18,Maryland,326445,18725,18398,18176,18143
19,Nevada,261573,14732,13965,12972,11894
20,Tennessee,685321,43565,43377,42415,40840
21,Hawaii,24595,1009,1038,1129,1298
22,Indiana,590211,30828,29373,27911,26561
23,Kentucky,326674,22753,23497,24670,26394
24,Minnesota,446380,11612,10794,10327,10242
25,Oklahoma,354979,25990,27044,28107,29250
26,Pennsylvania,770985,54159,51858,48330,44127
27,South Carolina,388184,31922,33282,33710,33253
28,District of Columbia,33851,1922,1953,1965,1966
29,Kansas,258354,14318,14103,13787,13366
30,Missouri,449379,18518,18205,18199,18543
31,Vermont,10057,874,847,862,932
32,Virginia,439305,34363,36737,39403,42449
33,Connecticut,223422,16268,15559,14599,13503
34,Iowa,305151,7845,6921,6268,5881
35,Louisiana,368980,22409,21588,19921,17712
36,Ohio,826754,51497,51317,51805,53187
37,Michigan,581785,21284,20030,18909,18006
38,South Dakota,105544,1922,1526,1234,1026
39,Arkansas,271154,18300,17571,16334,14756
40,Delaware,70294,5217,5413,5566,5688
41,Mississippi,252475,15229,14638,13452,11873
42,New Mexico,163637,8000,7396,6754,6126
43,North Dakota,95864,995,780,627,523
44,Wyoming,49363,1925,1868,1821,1791
45,Alaska,51938,1550,1384,1340,1414
46,Maine,33559,4001,4294,4657,5109
47,Alabama,422598,29168,30322,30367,29348
48,Idaho,155554,5363,4913,4653,4579
49,Montana,89393,2899,2741,2640,2600
50,Puerto Rico,87381,4176,4168,4364,4784
51,Virgin Islands,2260,NaN,NaN,NaN,NaN
52,Guam,7474,NaN,NaN,NaN,NaN
53,West Virginia,108821,9789,9883,9841,9679
54,Northern Mariana Islands,128,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
