,Region,789,794,801,808,815
0,Belgium,,NaN,NaN,NaN,NaN
1,Bulgaria,,150,124,109,99
2,Czechia,,159,135,127,124
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1392,1494,1689,1877
5,Estonia,,36,27,19,13
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,405,464,558,678
8,Spain,,NaN,NaN,NaN,NaN
9,France,,NaN,NaN,NaN,NaN
10,Croatia,,78,69,65,64
11,Italy,,1031,1326,1841,2629
12,Cyprus,,22,25,31,40
13,Latvia,,65,51,39,28
14,Lithuania,,82,74,70,66
15,Luxembourg,,6,7,7,8
16,Hungary,,190,123,81,53
17,Malta,,6,6,6,7
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,216,247,286,327
20,Poland,,645,572,533,506
21,Portugal,,NaN,NaN,NaN,NaN
22,Romania,,221,156,118,95
23,Slovenia,,28,29,36,46
24,Slovakia,,185,154,130,118
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,85,63,47,37
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,2,2,2,3
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
