,Region,607,612,619,626,633
0,Belgium,,48,48,49,49
1,Bulgaria,,544,570,588,609
2,Czechia,,16,20,26,34
3,Denmark,,14,10,7,5
4,Germany,,374,371,343,307
5,Estonia,,15,16,18,20
6,Ireland,,30,27,25,24
7,Greece,,269,243,219,201
8,Spain,,366,261,188,134
9,France,,288,220,161,116
10,Croatia,,95,127,170,227
11,Italy,,362,321,276,236
12,Cyprus,,7,5,4,3
13,Latvia,,44,62,87,122
14,Lithuania,,127,153,185,224
15,Luxembourg,,2,2,2,2
16,Hungary,,49,69,97,137
17,Malta,,10,20,40,81
18,Netherlands,,40,39,38,35
19,Austria,,61,72,85,99
20,Poland,,80,109,149,205
21,Portugal,,41,31,23,17
22,Romania,,829,1418,2439,4215
23,Slovenia,,32,46,65,93
24,Slovakia,,19,30,50,81
25,Finland,,10,8,8,7
26,Sweden,,463,483,492,493
27,United Kingdom,,985,919,835,726
28,Iceland,,1,1,1,1
29,Liechtenstein,,1,1,1,1
30,Norway,,13,13,12,11
31,Switzerland,,44,41,38,34
