,Region,782,787,794,801,808
0,Belgium,,146,110,101,113
1,Bulgaria,,198,142,103,77
2,Czechia,,181,136,113,106
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1488,1533,1630,1817
5,Estonia,,49,39,29,20
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,378,407,470,575
8,Spain,,NaN,NaN,NaN,NaN
9,France,,NaN,NaN,NaN,NaN
10,Croatia,,89,63,47,36
11,Italy,,914,980,1175,1504
12,Cyprus,,27,27,29,33
13,Latvia,,83,71,58,45
14,Lithuania,,102,86,76,69
15,Luxembourg,,6,5,5,5
16,Hungary,,246,162,108,73
17,Malta,,4,4,3,3
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,208,237,301,405
20,Poland,,711,574,493,442
21,Portugal,,68,47,36,31
22,Romania,,268,166,102,62
23,Slovenia,,32,23,20,20
24,Slovakia,,219,193,159,132
25,Finland,,5511302,5511302,5511302,5511302
26,Sweden,,113,51,38,28
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,2,2,2,2
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
