,Region,593,598,605,612,619
0,Belgium,,39,40,41,42
1,Bulgaria,,491,617,753,905
2,Czechia,,12,12,13,14
3,Denmark,,12,12,11,10
4,Germany,,276,353,430,508
5,Estonia,,10,13,17,21
6,Ireland,,22,24,23,20
7,Greece,,266,253,235,213
8,Spain,,617,473,358,271
9,France,,465,409,337,266
10,Croatia,,48,65,87,116
11,Italy,,410,399,382,359
12,Cyprus,,13,10,8,7
13,Latvia,,13,18,25,34
14,Lithuania,,80,93,108,125
15,Luxembourg,,2,2,2,2
16,Hungary,,12,17,23,32
17,Malta,,9,20,44,101
18,Netherlands,,36,35,36,37
19,Austria,,25,32,40,49
20,Poland,,40,49,59,72
21,Portugal,,69,62,55,48
22,Romania,,263,424,684,1103
23,Slovenia,,14,21,31,46
24,Slovakia,,5,7,9,12
25,Finland,,11,11,10,9
26,Sweden,,18,20,22,24
27,United Kingdom,,829,878,933,981
28,Iceland,,2,2,3,5
29,Liechtenstein,,0,0,0,1
30,Norway,,10,15,21,31
31,Switzerland,,46,46,44,41
