,Region,768,773,780,787,794
0,Belgium,,137,84,53,35
1,Bulgaria,,358,266,191,135
2,Czechia,,349,268,178,110
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1460,1422,1326,1215
5,Estonia,,57,54,48,43
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,451,418,377,329
8,Spain,,NaN,NaN,NaN,NaN
9,France,,NaN,NaN,NaN,NaN
10,Croatia,,181,124,80,51
11,Italy,,1207,901,692,549
12,Cyprus,,34,34,33,29
13,Latvia,,119,120,118,113
14,Lithuania,,136,114,90,71
15,Luxembourg,,5,4,2,2
16,Hungary,,545,387,257,170
17,Malta,,8,6,5,4
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,214,206,198,193
20,Poland,,1236,893,610,411
21,Portugal,,200,152,91,56
22,Romania,,684,497,328,210
23,Slovenia,,71,44,24,12
24,Slovakia,,253,307,304,266
25,Finland,,86,79,74,62
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,2,2,2,2
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
