,Region,495,500,507,514,521
0,Belgium,,94,82,71,62
1,Bulgaria,,116,78,52,34
2,Czechia,,64,43,29,19
3,Denmark,,8,9,9,9
4,Germany,,757,523,346,213
5,Estonia,,11,9,7,6
6,Ireland,,3,2,1,0
7,Greece,,271,248,223,199
8,Spain,,250,220,199,182
9,France,,624,498,405,331
10,Croatia,,90,58,36,22
11,Italy,,645,466,330,234
12,Cyprus,,4,3,1,1
13,Latvia,,46,39,33,27
14,Lithuania,,60,49,37,27
15,Luxembourg,,3,2,2,1
16,Hungary,,155,101,64,40
17,Malta,,0,0,0,0
18,Netherlands,,65,50,37,27
19,Austria,,40,28,19,13
20,Poland,,530,329,193,107
21,Portugal,,11,12,14,15
22,Romania,,229,152,97,60
23,Slovenia,,19,15,12,9
24,Slovakia,,41,29,21,15
25,Finland,,9,9,8,7
26,Sweden,,65,47,31,19
27,United Kingdom,,62,73,89,111
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,6,5,5,5
31,Switzerland,,26,21,17,14
