,Region,733,738,745,752,759
0,Belgium,,268,422,662,1041
1,Bulgaria,,872,1283,1874,2724
2,Czechia,,299,555,1120,2329
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1531,2331,3594,5562
5,Estonia,,48,74,114,176
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,733,742,633,512
8,Spain,,1447,1945,2180,2194
9,France,,2142,2806,3418,4026
10,Croatia,,362,441,527,621
11,Italy,,2898,3263,3374,3302
12,Cyprus,,33,33,28,19
13,Latvia,,132,226,394,687
14,Lithuania,,164,241,356,528
15,Luxembourg,,19,26,37,52
16,Hungary,,899,1462,2408,3968
17,Malta,,18,15,11,8
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,124,206,333,526
20,Poland,,2130,3529,6297,11518
21,Portugal,,370,539,757,1005
22,Romania,,635,1260,2478,4848
23,Slovenia,,113,197,343,596
24,Slovakia,,360,417,518,669
25,Finland,,14,15,16,15
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,1819,1686,1480,1174
28,Iceland,,4,6,8,11
29,Liechtenstein,,3,3,4,4
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
