,Region,411,416,423,430,437
0,Belgium,,175,175,182,182
1,Bulgaria,,546,714,917,1162
2,Czechia,,1505,1708,1897,2037
3,Denmark,,14,14,14,14
4,Germany,,1785,1799,1855,1855
5,Estonia,,63,77,91,112
6,Ireland,,84,70,63,49
7,Greece,,266,336,413,504
8,Spain,,1239,819,560,371
9,France,,2093,2093,2093,2037
10,Croatia,,63,70,70,70
11,Italy,,2394,2877,3423,3906
12,Cyprus,,0,0,0,0
13,Latvia,,56,56,49,49
14,Lithuania,,63,63,63,63
15,Luxembourg,,7,7,7,7
16,Hungary,,1246,1876,2800,4095
17,Malta,,7,7,7,14
18,Netherlands,,266,287,294,301
19,Austria,,161,182,210,238
20,Poland,,1939,2541,3304,4200
21,Portugal,,112,63,35,21
22,Romania,,602,693,805,917
23,Slovenia,,42,42,35,35
24,Slovakia,,693,728,756,770
25,Finland,,14,21,21,21
26,Sweden,,175,189,203,217
27,United Kingdom,,1253,917,644,427
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,7,7,7,7
31,Switzerland,,56,49,49,42
