,Region,740,745,752,759,766
0,Belgium,,245,312,373,421
1,Bulgaria,,618,724,817,901
2,Czechia,,243,393,658,1104
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1466,2137,3081,4409
5,Estonia,,57,96,160,270
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,758,677,597,583
8,Spain,,1546,1767,1758,1628
9,France,,2233,2432,2477,2392
10,Croatia,,410,452,482,505
11,Italy,,2753,2615,2275,1869
12,Cyprus,,26,24,18,14
13,Latvia,,154,280,511,933
14,Lithuania,,174,273,433,687
15,Luxembourg,,13,17,22,28
16,Hungary,,619,896,1279,1807
17,Malta,,17,12,8,5
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,163,264,413,637
20,Poland,,2038,3367,5620,9367
21,Portugal,,401,525,624,753
22,Romania,,728,1236,2059,3402
23,Slovenia,,153,238,362,545
24,Slovakia,,348,710,1597,3713
25,Finland,,57,63,62,50
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,1717,1534,1292,1181
28,Iceland,,3,3,4,4
29,Liechtenstein,,2,3,4,4
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
