,Region,614,619,626,633,640
0,Belgium,,52,52,52,53
1,Bulgaria,,483,494,507,521
2,Czechia,,26,32,39,47
3,Denmark,,13,10,7,5
4,Germany,,412,376,332,292
5,Estonia,,20,22,25,28
6,Ireland,,28,25,24,24
7,Greece,,218,208,204,203
8,Spain,,330,238,169,127
9,France,,233,175,130,98
10,Croatia,,109,134,163,198
11,Italy,,330,279,232,192
12,Cyprus,,10,8,7,6
13,Latvia,,56,75,101,135
14,Lithuania,,149,186,234,294
15,Luxembourg,,2,2,2,2
16,Hungary,,49,67,90,122
17,Malta,,8,14,26,48
18,Netherlands,,40,37,33,28
19,Austria,,74,76,75,73
20,Poland,,108,145,195,262
21,Portugal,,36,27,20,15
22,Romania,,1332,2297,3966,6850
23,Slovenia,,43,52,61,72
24,Slovakia,,39,63,101,164
25,Finland,,9,8,7,6
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,980,1019,1058,1118
28,Iceland,,1,1,1,1
29,Liechtenstein,,0,1,1,1
30,Norway,,9,8,6,4
31,Switzerland,,36,29,22,16
