,Region,670,675,682,689,696
0,Belgium,,331,434,568,742
1,Bulgaria,,871,712,549,412
2,Czechia,,821,1173,1665,2357
3,Denmark,,62,86,118,162
4,Germany,,1849,2459,3245,4257
5,Estonia,,54,42,31,21
6,Ireland,,77,92,111,132
7,Greece,,625,686,723,735
8,Spain,,185,243,347,518
9,France,,465,781,1378,2481
10,Croatia,,447,454,438,406
11,Italy,,527,688,898,1169
12,Cyprus,,9,11,14,19
13,Latvia,,177,132,93,65
14,Lithuania,,178,152,126,102
15,Luxembourg,,8,9,10,12
16,Hungary,,1230,1617,2083,2651
17,Malta,,4,5,8,11
18,Netherlands,,329,484,713,1057
19,Austria,,426,579,774,1021
20,Poland,,2603,3555,4824,6530
21,Portugal,,83,110,148,202
22,Romania,,1439,945,573,334
23,Slovenia,,138,152,165,176
24,Slovakia,,412,500,596,706
25,Finland,,36,41,48,57
26,Sweden,,33,35,37,40
27,United Kingdom,,1043,1057,1097,1194
28,Iceland,,1,1,1,2
29,Liechtenstein,,1,1,1,1
30,Norway,,62,82,107,138
31,Switzerland,,85,123,180,263
