,Region,565,570,577,584,591
0,Belgium,,29,32,35,38
1,Bulgaria,,55,88,144,238
2,Czechia,,14,14,14,14
3,Denmark,,6,7,7,8
4,Germany,,195,248,301,351
5,Estonia,,3,5,7,11
6,Ireland,,15,20,24,27
7,Greece,,105,110,112,111
8,Spain,,573,568,516,446
9,France,,317,379,438,461
10,Croatia,,18,22,27,32
11,Italy,,194,241,287,331
12,Cyprus,,21,20,18,15
13,Latvia,,4,4,4,4
14,Lithuania,,19,35,64,117
15,Luxembourg,,2,2,2,2
16,Hungary,,6,6,7,7
17,Malta,,4,10,25,64
18,Netherlands,,42,36,23,14
19,Austria,,13,19,27,38
20,Poland,,27,31,37,44
21,Portugal,,87,78,67,57
22,Romania,,33,45,65,96
23,Slovenia,,2,3,3,4
24,Slovakia,,5,5,6,6
25,Finland,,8,11,15,21
26,Sweden,,5,5,7,9
27,United Kingdom,,594,551,489,463
28,Iceland,,1,2,3,7
29,Liechtenstein,,0,0,0,0
30,Norway,,4,5,6,7
31,Switzerland,,24,32,42,56
