,Region,726,731,738,745,752
0,Belgium,,205,297,423,591
1,Bulgaria,,815,1276,2011,3166
2,Czechia,,261,282,330,407
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1971,2683,3827,5476
5,Estonia,,37,53,75,108
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,687,738,687,495
8,Spain,,1255,1847,2537,3035
9,France,,2029,2699,3347,3831
10,Croatia,,326,445,616,849
11,Italy,,2804,3697,4562,5312
12,Cyprus,,32,39,46,50
13,Latvia,,109,154,220,315
14,Lithuania,,161,223,315,446
15,Luxembourg,,19,28,40,58
16,Hungary,,540,683,886,1142
17,Malta,,16,19,21,23
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,151,317,689,1505
20,Poland,,2385,2339,2428,2549
21,Portugal,,249,331,438,548
22,Romania,,552,1342,3294,8108
23,Slovenia,,97,183,351,676
24,Slovakia,,270,230,204,183
25,Finland,,129,191,284,417
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,1785,1580,1314,998
28,Iceland,,6,9,14,21
29,Liechtenstein,,2,3,3,4
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
