,Region,705,710,717,724,731
0,Belgium,,250,186,125,80
1,Bulgaria,,435,392,357,328
2,Czechia,,380,268,179,113
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1819,1439,1085,784
5,Estonia,,27,27,29,30
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,532,543,582,648
8,Spain,,471,680,1030,1515
9,France,,1423,1850,2430,3280
10,Croatia,,307,270,239,212
11,Italy,,1376,2092,3289,5250
12,Cyprus,,13,15,17,19
13,Latvia,,62,61,59,58
14,Lithuania,,155,145,136,126
15,Luxembourg,,11,12,13,14
16,Hungary,,605,422,278,178
17,Malta,,8,13,21,36
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,119,75,49,33
20,Poland,,2558,2120,1667,1254
21,Portugal,,158,214,291,402
22,Romania,,277,207,159,123
23,Slovenia,,50,41,35,29
24,Slovakia,,338,249,171,116
25,Finland,,68,84,104,130
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,779,872,895,917
28,Iceland,,1,1,1,2
29,Liechtenstein,,3,4,5,6
30,Norway,,52,47,42,37
31,Switzerland,,170,173,167,148
