,Region,537,542,549,556,563
0,Belgium,,19,22,28,36
1,Bulgaria,,43,35,29,24
2,Czechia,,15,14,14,13
3,Denmark,,2,2,2,2
4,Germany,,129,100,92,91
5,Estonia,,1,1,0,0
6,Ireland,,12,13,15,18
7,Greece,,75,109,169,267
8,Spain,,161,264,460,813
9,France,,143,181,265,402
10,Croatia,,10,8,7,6
11,Italy,,116,110,113,121
12,Cyprus,,11,25,57,135
13,Latvia,,8,6,4,3
14,Lithuania,,4,2,1,1
15,Luxembourg,,1,1,1,2
16,Hungary,,6,4,3,2
17,Malta,,0,0,0,0
18,Netherlands,,25,80,283,1024
19,Austria,,8,6,4,3
20,Poland,,50,33,23,16
21,Portugal,,53,75,105,148
22,Romania,,199,135,93,66
23,Slovenia,,2,1,1,1
24,Slovakia,,6,4,3,2
25,Finland,,5,5,6,8
26,Sweden,,8,6,5,3
27,United Kingdom,,267,363,481,625
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,1,1,1
31,Switzerland,,5,4,3,3
