,Region,775,780,787,794,801
0,Belgium,,92,61,45,36
1,Bulgaria,,252,172,112,71
2,Czechia,,261,184,128,94
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1426,1426,1455,1538
5,Estonia,,67,57,48,39
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,396,372,346,324
8,Spain,,NaN,NaN,NaN,NaN
9,France,,815,665,580,522
10,Croatia,,122,79,49,31
11,Italy,,1042,830,700,608
12,Cyprus,,28,27,25,22
13,Latvia,,124,114,101,86
14,Lithuania,,116,91,71,56
15,Luxembourg,,5,4,3,3
16,Hungary,,380,250,161,105
17,Malta,,4,3,2,2
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,218,214,217,229
20,Poland,,933,661,470,342
21,Portugal,,135,89,62,50
22,Romania,,455,293,180,109
23,Slovenia,,48,28,16,9
24,Slovakia,,296,290,250,198
25,Finland,,38,37,34,30
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,2,2,2,2
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
