,Region,824,829,836,843,850
0,Belgium,,135,114,92,74
1,Bulgaria,,54,43,34,28
2,Czechia,,69,47,32,22
3,Denmark,,57,43,33,26
4,Germany,,1022,836,692,585
5,Estonia,,13,10,7,5
6,Ireland,,66,47,27,17
7,Greece,,250,178,119,80
8,Spain,,536,474,434,422
9,France,,788,634,474,328
10,Croatia,,41,33,26,21
11,Italy,,971,949,930,923
12,Cyprus,,10,6,3,2
13,Latvia,,15,10,7,5
14,Lithuania,,29,20,14,9
15,Luxembourg,,6,5,4,3
16,Hungary,,161,146,130,116
17,Malta,,16,16,14,13
18,Netherlands,,28,16,8,4
19,Austria,,1480,971,617,427
20,Poland,,65,35,22,15
21,Portugal,,152,148,142,143
22,Romania,,73,52,36,25
23,Slovenia,,17,13,9,6
24,Slovakia,,82,55,36,25
25,Finland,,137,152,182,228
26,Sweden,,69,56,45,35
27,United Kingdom,,1511,1096,794,602
28,Iceland,,1,1,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,53,33,21,14
31,Switzerland,,20,13,11,9
