,Region,600,605,612,619,626
0,Belgium,,55,55,55,53
1,Bulgaria,,436,446,435,412
2,Czechia,,12,14,18,22
3,Denmark,,19,16,12,9
4,Germany,,309,342,352,347
5,Estonia,,13,16,18,21
6,Ireland,,39,37,33,29
7,Greece,,286,252,213,176
8,Spain,,391,289,206,149
9,France,,422,340,260,190
10,Croatia,,80,106,141,188
11,Italy,,390,360,323,282
12,Cyprus,,11,9,7,6
13,Latvia,,25,36,51,73
14,Lithuania,,84,96,109,124
15,Luxembourg,,2,2,2,3
16,Hungary,,26,36,51,71
17,Malta,,10,21,46,99
18,Netherlands,,34,34,34,33
19,Austria,,51,62,74,88
20,Poland,,58,76,99,130
21,Portugal,,58,47,37,28
22,Romania,,444,706,1122,1782
23,Slovenia,,19,28,41,60
24,Slovakia,,10,15,24,36
25,Finland,,11,10,9,8
26,Sweden,,14,15,16,17
27,United Kingdom,,1012,1042,1039,1022
28,Iceland,,1,1,2,3
29,Liechtenstein,,0,1,1,1
30,Norway,,9,11,14,17
31,Switzerland,,44,52,61,73
