,Region,677,682,689,696,703
0,Belgium,,323,364,409,402
1,Bulgaria,,680,601,551,430
2,Czechia,,1058,1331,1602,1881
3,Denmark,,81,88,86,78
4,Germany,,2173,2490,2721,2797
5,Estonia,,37,33,28,26
6,Ireland,,46,51,53,55
7,Greece,,611,613,621,633
8,Spain,,150,168,236,308
9,France,,396,555,640,660
10,Croatia,,420,416,372,314
11,Italy,,599,691,783,856
12,Cyprus,,14,11,8,9
13,Latvia,,162,101,97,75
14,Lithuania,,174,151,132,112
15,Luxembourg,,7,8,9,9
16,Hungary,,1425,1521,1529,1439
17,Malta,,3,4,5,5
18,Netherlands,,352,340,304,257
19,Austria,,343,309,250,203
20,Poland,,3035,3519,3879,4132
21,Portugal,,84,100,110,119
22,Romania,,1015,632,461,491
23,Slovenia,,93,70,52,38
24,Slovakia,,461,499,511,507
25,Finland,,51,61,61,62
26,Sweden,,46,42,46,49
27,United Kingdom,,888,958,1000,1018
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,66,66,66,63
31,Switzerland,,105,118,115,110
