,Region,670,675,682,689,696
0,Belgium,,325,325,307,274
1,Bulgaria,,814,624,448,345
2,Czechia,,824,906,1011,1025
3,Denmark,,42,71,74,76
4,Germany,,1843,2229,2386,2524
5,Estonia,,59,38,26,15
6,Ireland,,47,52,55,56
7,Greece,,583,585,552,535
8,Spain,,133,137,184,240
9,France,,306,322,467,510
10,Croatia,,357,282,210,150
11,Italy,,425,524,602,636
12,Cyprus,,9,9,13,15
13,Latvia,,222,224,145,113
14,Lithuania,,154,109,74,50
15,Luxembourg,,6,8,8,8
16,Hungary,,1732,1665,2484,2797
17,Malta,,2,3,3,3
18,Netherlands,,273,312,319,300
19,Austria,,380,432,452,444
20,Poland,,3236,4201,5632,7506
21,Portugal,,55,67,76,85
22,Romania,,1354,779,400,172
23,Slovenia,,135,140,135,126
24,Slovakia,,381,433,497,566
25,Finland,,31,33,33,32
26,Sweden,,30,27,27,28
27,United Kingdom,,983,1031,1081,1104
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,47,54,47,49
31,Switzerland,,79,86,88,82
