,Region,663,668,675,682,689
0,Belgium,,324,271,341,332
1,Bulgaria,,1349,1150,848,581
2,Czechia,,587,708,804,886
3,Denmark,,23,38,46,47
4,Germany,,1345,1802,2067,2146
5,Estonia,,68,89,88,87
6,Ireland,,79,90,95,97
7,Greece,,630,648,831,843
8,Spain,,131,128,135,165
9,France,,233,253,303,328
10,Croatia,,509,590,647,647
11,Italy,,461,542,626,750
12,Cyprus,,6,10,8,8
13,Latvia,,280,303,303,299
14,Lithuania,,194,168,142,117
15,Luxembourg,,4,5,5,5
16,Hungary,,1110,1519,1874,2168
17,Malta,,1,2,2,2
18,Netherlands,,200,237,241,226
19,Austria,,288,345,380,385
20,Poland,,1890,2908,3806,4992
21,Portugal,,41,51,58,64
22,Romania,,1829,1643,1142,901
23,Slovenia,,117,124,123,116
24,Slovakia,,338,396,465,540
25,Finland,,30,29,29,28
26,Sweden,,22,26,32,38
27,United Kingdom,,966,934,929,921
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,29,30,28,27
31,Switzerland,,64,73,78,81
