,Region,705,710,717,724,731
0,Belgium,,152,111,90,81
1,Bulgaria,,519,486,460,442
2,Czechia,,379,256,183,136
3,Denmark,,292,118,73,74
4,Germany,,1688,1167,848,643
5,Estonia,,30,34,40,47
6,Ireland,,65,71,73,75
7,Greece,,555,579,667,712
8,Spain,,314,677,1238,1665
9,France,,1415,1418,1322,1154
10,Croatia,,283,266,267,276
11,Italy,,1343,1775,2136,2417
12,Cyprus,,11,13,12,11
13,Latvia,,57,66,61,60
14,Lithuania,,122,111,97,85
15,Luxembourg,,12,12,12,12
16,Hungary,,402,197,79,24
17,Malta,,1,1,1,1
18,Netherlands,,228,185,150,127
19,Austria,,120,81,58,46
20,Poland,,2097,1569,1094,739
21,Portugal,,195,247,265,262
22,Romania,,374,317,326,366
23,Slovenia,,58,52,48,44
24,Slovakia,,339,236,183,139
25,Finland,,83,93,106,111
26,Sweden,,28,30,29,29
27,United Kingdom,,646,656,661,649
28,Iceland,,1,1,1,1
29,Liechtenstein,,1,1,1,0
30,Norway,,54,41,35,35
31,Switzerland,,131,107,84,64
