,State,201,206,213,220,227
0,Washington,1697,94,92,87,84
1,Illinois,7846,143,166,189,207
2,California,10476,958,921,826,725
3,Arizona,4154,398,337,257,195
4,Massachusetts,8741,117,133,143,146
5,Wisconsin,998,68,71,70,68
6,Texas,9230,1324,1188,1079,994
7,Nebraska,348,17,20,21,21
8,Utah,345,31,27,24,23
9,Oregon,357,38,39,38,38
10,Florida,8277,1184,1088,899,733
11,New York,32764,103,102,98,100
12,Rhode Island,1015,9,12,14,15
13,Georgia,4229,419,433,418,389
14,New Hampshire,419,8,9,10,10
15,North Carolina,2199,185,177,165,156
16,New Jersey,15878,57,68,75,77
17,Colorado,1862,52,55,52,48
18,Maryland,3591,93,107,109,103
19,Nevada,963,117,117,109,97
20,Tennessee,1233,152,156,143,123
21,Hawaii,34,2,4,6,7
22,Indiana,3044,108,123,131,136
23,Kentucky,775,57,65,65,64
24,Minnesota,1701,47,52,54,55
25,Oklahoma,605,67,74,73,66
26,Pennsylvania,7314,112,121,117,105
27,South Carolina,2048,330,309,269,232
28,District of Columbia,591,5,6,6,5
29,Kansas,386,30,30,29,29
30,Missouri,1341,111,153,150,121
31,Vermont,58,0,0,0,0
32,Virginia,2327,134,146,155,164
33,Connecticut,4444,14,16,15,13
34,Iowa,934,46,43,42,41
35,Louisiana,4287,298,298,275,252
36,Ohio,3673,219,221,209,196
37,Michigan,6526,61,65,64,63
38,South Dakota,146,10,11,12,13
39,Arkansas,555,67,69,69,66
40,Delaware,591,6,6,6,5
41,Mississippi,1912,230,247,231,201
42,New Mexico,690,43,42,37,31
43,North Dakota,113,9,10,10,10
44,Wyoming,28,1,1,1,1
45,Alaska,26,4,5,5,4
46,Maine,125,2,2,2,1
47,Alabama,1797,198,194,179,164
48,Idaho,239,48,45,43,41
49,Montana,75,16,17,17,17
50,Puerto Rico,279,45,53,58,60
51,Virgin Islands,9,1,1,1,1
52,Guam,5,0,0,0,0
53,West Virginia,141,12,13,13,12
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN
