,State,257,262,269,276,283,290,297
0,Washington,2158,15,13,11,10,9,8
1,Illinois,9054,126,124,122,121,119,118
2,California,16171,394,360,332,309,288,267
3,Arizona,5707,76,58,43,32,23,17
4,Massachusetts,9530,79,78,76,74,71,68
5,Wisconsin,1381,98,97,98,94,82,64
6,Texas,16437,549,485,428,379,338,305
7,Nebraska,503,24,26,29,33,39,46
8,Utah,482,29,30,32,31,33,34
9,Oregon,572,27,26,26,24,22,21
10,Florida,14712,590,636,712,826,988,1211
11,New York,33214,69,67,64,60,54,48
12,Rhode Island,1121,16,16,15,15,14,14
13,Georgia,7192,248,236,211,209,191,174
14,New Hampshire,443,6,6,5,5,5,4
15,North Carolina,3637,124,127,119,108,110,99
16,New Jersey,16138,42,39,36,32,29,25
17,Colorado,2069,43,40,37,33,29,24
18,Maryland,3961,69,67,66,64,61,58
19,Nevada,1623,54,44,35,26,20,14
20,Tennessee,2597,118,109,106,102,93,89
21,Hawaii,157,10,9,8,7,6,5
22,Indiana,3681,75,74,74,75,78,82
23,Kentucky,1214,28,23,18,14,11,9
24,Minnesota,2136,50,43,39,36,35,34
25,Oklahoma,1055,34,33,32,30,28,26
26,Pennsylvania,8207,181,185,184,179,166,148
27,South Carolina,3456,90,79,70,62,56,50
28,District of Columbia,631,3,3,3,3,3,4
29,Kansas,698,41,38,40,42,38,40
30,Missouri,2188,138,140,143,147,153,160
31,Vermont,58,0,0,0,0,1,2
32,Virginia,3276,71,69,69,69,70,71
33,Connecticut,4517,13,14,15,16,17,19
34,Iowa,1398,36,36,35,33,30,26
35,Louisiana,5586,88,84,73,70,64,57
36,Ohio,4931,82,74,67,61,57,54
37,Michigan,7139,34,34,33,31,29,26
38,South Dakota,248,20,22,24,26,27,29
39,Arkansas,1447,57,54,50,47,46,44
40,Delaware,645,11,12,14,16,17,19
41,Mississippi,3013,76,68,50,42,37,27
42,New Mexico,894,23,23,22,23,24,25
43,North Dakota,277,48,55,60,61,56,48
44,Wyoming,53,3,3,3,4,4,5
45,Alaska,58,1,1,1,1,1,0
46,Maine,142,1,0,0,0,0,0
47,Alabama,2559,114,108,102,96,90,84
48,Idaho,487,32,33,33,33,33,33
49,Montana,190,19,19,19,19,19,18
50,Puerto Rico,695,0,0,0,0,0,0
51,Virgin Islands,20,0,0,0,0,0,0
52,Guam,54,3,4,5,6,8,11
53,West Virginia,367,22,19,17,14,12,10
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
