,Region,460,465,472,479,486
0,Belgium,,NaN,NaN,NaN,NaN
1,Bulgaria,,NaN,NaN,NaN,NaN
2,Czechia,,NaN,NaN,NaN,NaN
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,132854,109038,100636,97395
5,Estonia,,NaN,NaN,NaN,NaN
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,NaN,NaN,NaN,NaN
8,Spain,,53576,71531,79549,82681
9,France,,238880,264877,290107,314307
10,Croatia,,NaN,NaN,NaN,NaN
11,Italy,,105724,109859,112977,115312
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,NaN,NaN,NaN,NaN
14,Lithuania,,NaN,NaN,NaN,NaN
15,Luxembourg,,NaN,NaN,NaN,NaN
16,Hungary,,NaN,NaN,NaN,NaN
17,Malta,,NaN,NaN,NaN,NaN
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,NaN,NaN,NaN,NaN
20,Poland,,NaN,NaN,NaN,NaN
21,Portugal,,NaN,NaN,NaN,NaN
22,Romania,,NaN,NaN,NaN,NaN
23,Slovenia,,NaN,NaN,NaN,NaN
24,Slovakia,,NaN,NaN,NaN,NaN
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
