,County,299,304,311
0,01001,2481,79,112
1,01003,7696,232,371
2,01005,1130,0,0
3,01007,993,47,60
4,01009,2574,170,273
5,01011,677,0,0
6,01013,1095,4,3
7,01015,5666,66,66
8,01017,1572,36,46
9,01019,912,79,124
10,01021,2084,29,6
11,01023,411,4,5
12,01025,1503,0,0
13,01027,850,17,17
14,01029,678,1,9
15,01031,2180,5,30
16,01033,2757,110,135
17,01035,647,23,38
18,01037,270,,35
19,01039,2043,436,519
20,01041,677,14,27
21,01043,3744,270,346
22,01045,2185,28,28
23,01047,2066,65,102
24,01049,4226,317,413
25,01051,3686,50,0
26,01053,1882,35,57
27,01055,5382,226,317
28,01057,749,17,11
29,01059,2344,35,38
30,01061,1114,15,15
31,01063,377,21,43
32,01065,876,18,19
33,01067,816,1,1
34,01069,4791,0,0
35,01071,2728,151,218
36,01073,28140,879,1202
37,01075,584,8,8
38,01077,3360,53,53
39,01079,1080,50,73
40,01081,7240,185,324
41,01083,3689,62,37
42,01085,763,9,3
43,01087,655,35,51
44,01089,11438,314,294
45,01091,1134,42,48
46,01093,1284,23,15
47,01095,5355,164,237
48,01097,18565,196,196
49,01099,732,22,35
50,01101,11644,2,0
51,01103,5466,197,236
52,01105,641,6,0
53,01107,1077,52,64
54,01109,1502,35,41
55,01111,954,35,53
56,01113,2084,5,2
57,01115,3750,,NaN
58,01117,9086,214,246
59,01119,536,12,12
60,01121,3180,101,120
61,01123,1611,88,121
62,01125,11886,313,469
63,01127,3307,203,264
64,01129,877,4,6
65,01131,607,4,0
66,01133,1143,55,80
67,02013,22,3,4
68,02016,105,8,11
69,02020,12772,793,777
70,02050,957,87,120
71,02060,0,1,1
72,02068,38,,NaN
73,02070,81,14,15
74,02090,2909,297,322
75,02100,16,3,2
76,02105,0,,NaN
77,02110,755,78,110
78,02122,1789,148,188
79,02130,181,,NaN
80,02150,172,48,36
81,02158,357,,NaN
82,02164,133,9,13
83,02170,2359,345,288
84,02180,168,25,25
85,02185,380,26,24
86,02188,310,27,29
87,02195,23,,NaN
88,02198,46,,NaN
89,02220,133,20,27
90,02230,7,,NaN
91,02240,164,21,22
92,02261,217,24,27
93,02275,20,,NaN
94,02282,41,,NaN
95,02290,138,,NaN
96,04001,4393,23,32
97,04003,2704,112,206
98,04005,6383,303,299
99,04007,2366,106,89
100,04009,1704,132,178
101,04011,129,7,2
102,04012,684,26,30
103,04013,176993,5095,6793
104,04015,5105,243,346
105,04017,7159,239,338
106,04019,33087,1222,1462
107,04021,13730,319,340
108,04023,3316,83,66
109,04025,3637,122,151
110,04027,15522,400,322
111,05001,845,48,47
112,05003,691,2,12
113,05005,1107,151,175
114,05007,10442,297,167
115,05009,1389,3,22
116,05011,398,0,0
117,05013,110,18,29
118,05015,1179,66,87
119,05017,1101,0,0
120,05019,687,28,33
121,05021,691,25,14
122,05023,599,15,9
123,05025,306,38,58
124,05027,878,66,78
125,05029,512,44,63
126,05031,6060,717,1116
127,05033,2677,139,182
128,05035,2907,171,170
129,05037,685,42,44
130,05039,236,5,6
131,05041,483,0,0
132,05043,523,0,0
133,05045,4122,111,48
134,05047,668,61,62
135,05049,444,20,10
136,05051,3220,84,3
137,05053,468,15,11
138,05055,2228,114,37
139,05057,726,9,0
140,05059,2611,132,209
141,05061,721,43,41
142,05063,1860,62,76
143,05065,913,51,45
144,05067,1268,476,651
145,05069,4791,78,51
146,05071,1151,9,15
147,05073,231,8,0
148,05075,1025,53,43
149,05077,1136,2,0
150,05079,2367,10,3
151,05081,563,7,7
152,05083,757,31,36
153,05085,2291,60,26
154,05087,529,37,54
155,05089,314,50,61
156,05091,1907,168,160
157,05093,2841,168,188
158,05095,269,25,36
159,05097,219,9,9
160,05099,390,51,75
161,05101,376,4,4
162,05103,507,0,0
163,05105,201,24,28
164,05107,840,20,0
165,05109,320,24,40
166,05111,1475,140,39
167,05113,584,12,5
168,05115,3247,16,37
169,05117,319,,13
170,05119,14527,451,328
171,05121,845,42,38
172,05123,1920,,NaN
173,05125,3890,250,283
174,05127,301,6,6
175,05129,257,18,22
176,05131,6179,345,379
177,05133,1586,46,46
178,05135,544,3,10
179,05137,430,13,13
180,05139,1347,50,51
181,05141,273,21,28
182,05143,13639,363,236
183,05145,2349,98,67
184,05147,170,0,0
185,05149,1507,49,69
186,06001,26047,741,887
187,06003,30,3,2
188,06005,409,0,22
189,06007,3452,72,62
190,06009,390,20,31
191,06011,601,17,26
192,06013,21250,483,511
193,06015,224,2,0
194,06017,1683,51,33
195,06019,34297,560,519
196,06021,783,10,7
197,06023,687,29,33
198,06025,14135,183,101
199,06027,263,7,3
200,06029,36618,443,530
201,06031,9533,625,1087
202,06033,777,53,84
203,06035,1135,24,40
204,06037,342343,1167,5942
205,06039,5514,51,32
206,06041,7378,68,50
207,06043,91,4,5
208,06045,1307,55,95
209,06047,10374,260,441
210,06049,93,29,38
211,06051,484,,164
212,06053,13034,474,903
213,06055,2509,110,148
214,06057,859,45,52
215,06059,65605,268,1539
216,06061,5397,256,340
217,06063,143,20,33
218,06065,75848,1930,1621
219,06067,30601,739,696
220,06069,1620,28,23
221,06071,74929,1665,1763
222,06073,65601,1907,2516
223,06075,13757,461,609
224,06077,23517,316,192
225,06079,5120,213,293
226,06081,12565,240,0
227,06083,10516,44,158
228,06085,28686,814,827
229,06087,3439,115,136
230,06089,3298,157,159
231,06091,11,1,1
232,06093,372,174,228
233,06095,8959,250,288
234,06097,11055,443,591
235,06099,19397,269,302
236,06101,2230,125,234
237,06103,1222,39,27
238,06105,68,35,64
239,06107,18896,264,258
240,06109,562,6,31
241,06111,16564,343,259
242,06113,3863,94,103
243,06115,1549,72,103
244,08001,22905,,NaN
245,08003,460,93,162
246,08005,20549,1502,1869
247,08007,101,,2
248,08009,43,11,18
249,08011,34,8,7
250,08013,8583,,NaN
251,08014,1553,,NaN
252,08015,506,40,60
253,08017,27,1,0
254,08019,144,16,13
255,08021,130,31,49
256,08023,60,4,5
257,08025,688,3,3
258,08027,50,7,11
259,08029,361,24,32
260,08031,28201,2219,2550
261,08033,3,1,2
262,08035,7382,495,1238
263,08037,1894,90,162
264,08039,406,35,65
265,08041,18693,1034,1447
266,08043,1554,273,435
267,08045,1632,30,0
268,08047,63,4,3
269,08049,220,27,56
270,08051,422,32,66
271,08053,5,6,15
272,08055,89,3,3
273,08057,13,1,1
274,08059,14876,,NaN
275,08061,16,6,11
276,08063,237,4,4
277,08065,199,28,47
278,08067,644,45,34
279,08069,7115,567,978
280,08071,116,11,7
281,08073,88,3,4
282,08075,1747,85,61
283,08077,3750,207,130
284,08079,21,0,1
285,08081,137,16,26
286,08083,430,26,22
287,08085,647,0,25
288,08087,1258,15,6
289,08089,307,57,81
290,08091,100,5,5
291,08093,169,26,22
292,08095,131,0,2
293,08097,379,26,25
294,08099,365,7,7
295,08101,5061,556,677
296,08103,63,9,10
297,08105,177,,33
298,08107,399,36,72
299,08109,193,12,15
300,08111,17,1,1
301,08113,165,20,45
302,08115,75,8,12
303,08117,1149,161,118
304,08119,413,42,76
305,08121,156,2,2
306,08123,10055,,NaN
307,08125,264,5,2
308,09001,31212,1113,895
309,09003,23266,837,803
310,09005,3222,172,171
311,09007,2804,154,142
312,09009,23113,982,705
313,09011,4906,364,219
314,09013,2389,98,13
315,09015,1951,84,79
316,10001,4100,192,163
317,10003,15866,556,511
318,10005,9139,299,205
319,11001,NaN,450,359
320,12001,11807,455,271
321,12003,1904,2,16
322,12005,7690,260,183
323,12007,1305,0,0
324,12009,13652,729,762
325,12011,95734,1844,0
326,12013,802,62,82
327,12015,4333,563,412
328,12017,3957,171,182
329,12019,6950,253,260
330,12021,16019,546,441
331,12023,4522,0,12
332,12027,1814,25,25
333,12029,936,19,18
334,12031,38677,293,0
335,12033,15190,108,0
336,12035,2410,82,66
337,12037,809,1,7
338,12039,3141,5,0
339,12041,675,15,20
