,County,264,269,276
0,01001,1911,170,229
1,01003,6220,324,346
2,01005,944,87,166
3,01007,738,101,141
4,01009,1722,77,103
5,01011,625,26,33
6,01013,962,74,113
7,01015,3861,275,397
8,01017,1245,202,259
9,01019,674,51,70
10,01021,1733,134,217
11,01023,377,39,46
12,01025,1220,174,209
13,01027,650,91,87
14,01029,469,34,30
15,01031,1543,253,311
16,01033,1824,108,153
17,01035,547,26,44
18,01037,188,34,62
19,01039,1570,225,249
20,01041,567,36,65
21,01043,2073,224,381
22,01045,1557,128,168
23,01047,1832,82,130
24,01049,2854,497,500
25,01051,2967,159,179
26,01053,1684,85,126
27,01055,3806,173,227
28,01057,515,27,34
29,01059,1896,3,15
30,01061,796,203,213
31,01063,326,44,59
32,01065,703,67,85
33,01067,602,154,149
34,01069,3511,902,826
35,01071,1834,225,261
36,01073,21516,1694,2767
37,01075,423,4,6
38,01077,1935,152,185
39,01079,729,128,169
40,01081,6325,217,234
41,01083,2523,405,524
42,01085,682,29,36
43,01087,515,33,40
44,01089,8605,375,341
45,01091,898,292,825
46,01093,1022,43,48
47,01095,4153,308,441
48,01097,13983,394,563
49,01099,610,46,72
50,01101,9293,399,461
51,01103,3691,328,396
52,01105,572,86,136
53,01107,723,63,98
54,01109,1272,65,110
55,01111,740,81,121
56,01113,1859,31,0
57,01115,2590,,NaN
58,01117,6706,783,1244
59,01119,457,46,74
60,01121,2408,547,605
61,01123,1222,31,28
62,01125,9547,253,195
63,01127,2539,132,157
64,01129,606,37,43
65,01131,553,30,37
66,01133,833,68,87
67,02013,15,2,2
68,02016,96,4,4
69,02020,5747,505,523
70,02050,189,57,91
71,02060,0,0,0
72,02068,17,,NaN
73,02070,34,3,3
74,02090,1652,195,236
75,02100,10,1,1
76,02105,0,,NaN
77,02110,415,10,10
78,02122,702,22,35
79,02130,74,,NaN
80,02150,85,10,10
81,02158,22,,NaN
82,02164,96,1,1
83,02170,772,48,41
84,02180,107,13,11
85,02185,175,0,1
86,02188,189,20,19
87,02195,13,,NaN
88,02198,32,,NaN
89,02220,70,4,4
90,02230,0,,NaN
91,02240,48,5,5
92,02261,138,5,7
93,02275,19,,NaN
94,02282,31,,NaN
95,02290,97,,NaN
96,04001,3706,50,0
97,04003,1965,57,72
98,04005,4498,102,78
99,04007,1525,18,18
100,04009,942,131,180
101,04011,62,11,16
102,04012,571,40,63
103,04013,146574,5836,7595
104,04015,4089,39,0
105,04017,5910,48,37
106,04019,26465,487,411
107,04021,11076,343,639
108,04023,2915,11,18
109,04025,2706,101,126
110,04027,13046,131,118
111,05001,562,113,199
112,05003,481,46,86
113,05005,469,125,178
114,05007,7233,409,591
115,05009,882,148,233
116,05011,350,14,26
117,05013,39,5,7
118,05015,870,332,306
119,05017,1018,,0
120,05019,425,45,59
121,05021,381,88,150
122,05023,391,35,38
123,05025,196,5,3
124,05027,619,47,30
125,05029,311,6,7
126,05031,3656,694,989
127,05033,1750,259,334
128,05035,2074,66,72
129,05037,506,5,5
130,05039,175,4,3
131,05041,347,44,59
132,05043,378,26,39
133,05045,2932,236,295
134,05047,415,97,130
135,05049,225,25,22
136,05051,2116,53,0
137,05053,307,66,100
138,05055,1100,291,531
139,05057,467,91,118
140,05059,2052,256,396
141,05061,520,4,5
142,05063,1305,179,246
143,05065,352,187,490
144,05067,546,96,105
145,05069,3774,270,281
146,05071,917,40,57
147,05073,137,19,24
148,05075,604,186,243
