,State,572,577,584,591,598,605
0,Washington,NaN,90,102,128,109,96
1,Illinois,NaN,111,107,106,105,105
2,California,NaN,111,114,113,113,114
3,Arizona,NaN,71,72,73,74,74
4,Massachusetts,NaN,70,80,57,53,68
5,Wisconsin,NaN,33,56,21,68,12
6,Texas,NaN,827,585,639,590,425
7,Nebraska,NaN,0,0,0,0,0
8,Utah,NaN,26,30,29,30,30
9,Oregon,NaN,57,58,56,56,56
10,Florida,NaN,1466,86,86,86,86
11,New York,NaN,153,72,56,30,27
12,Rhode Island,NaN,0,1,0,0,1
13,Georgia,NaN,210,41,60,36,58
14,New Hampshire,NaN,9,5,3,7,6
15,North Carolina,NaN,85,59,63,48,50
16,New Jersey,NaN,49,37,37,39,40
17,Colorado,NaN,71,74,44,71,65
18,Maryland,NaN,49,16,17,17,21
19,Nevada,NaN,206,168,49,203,45
20,Tennessee,NaN,124,4,4,4,4
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,92,96,87,88,94
23,Kentucky,NaN,65,32,31,20,29
24,Minnesota,NaN,41,22,21,24,20
25,Oklahoma,NaN,74,74,74,74,74
26,Pennsylvania,NaN,76,66,59,64,59
27,South Carolina,NaN,130,121,121,120,121
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,127,127,127,127,127
30,Missouri,NaN,219,258,261,264,267
31,Vermont,NaN,6,6,6,6,6
32,Virginia,NaN,52,25,40,20,33
33,Connecticut,NaN,16,0,0,0,1
34,Iowa,NaN,22,21,21,21,21
35,Louisiana,NaN,380,310,305,320,318
36,Ohio,NaN,87,58,53,48,44
37,Michigan,NaN,91,83,83,84,85
38,South Dakota,NaN,1,1,2,0,5
39,Arkansas,NaN,158,67,47,41,41
40,Delaware,NaN,3,3,3,3,3
41,Mississippi,NaN,195,108,22,68,64
42,New Mexico,NaN,25,51,13,9,9
43,North Dakota,NaN,3,2,2,2,2
44,Wyoming,NaN,5,5,5,5,5
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,4,5,11,14,10
47,Alabama,NaN,183,35,27,16,30
48,Idaho,NaN,33,25,18,25,23
49,Montana,NaN,5,9,15,4,9
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,8,28,11,11,12
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
