,State,803,808,815,822,829,836
0,Washington,NaN,69,111,113,115,116
1,Illinois,NaN,78,153,154,154,154
2,California,NaN,357,533,545,558,566
3,Arizona,NaN,413,1121,1174,1198,1201
4,Massachusetts,NaN,43,96,116,115,117
5,Wisconsin,NaN,85,90,89,90,89
6,Texas,NaN,499,1126,1178,1175,1207
7,Nebraska,NaN,NaN,NaN,NaN,NaN,NaN
8,Utah,NaN,6,5,3,4,6
9,Oregon,NaN,154,217,224,236,248
10,Florida,NaN,238,471,430,421,403
11,New York,NaN,58,107,107,108,108
12,Rhode Island,NaN,126,121,123,123,127
13,Georgia,NaN,297,633,595,619,638
14,New Hampshire,NaN,5,8,8,8,8
15,North Carolina,NaN,27,28,27,36,40
16,New Jersey,NaN,31,91,91,89,91
17,Colorado,NaN,18,19,20,20,20
18,Maryland,NaN,20,34,34,34,35
19,Nevada,NaN,51,80,87,89,95
20,Tennessee,NaN,124,321,321,318,318
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,1494,617918,589962,589962,475247
23,Kentucky,NaN,358,559,515,515,574
24,Minnesota,NaN,47,83,83,83,83
25,Oklahoma,NaN,113,178,165,165,170
26,Pennsylvania,NaN,80,180,180,182,180
27,South Carolina,NaN,91,128,129,130,131
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,262,10745,11909,11730,9581
30,Missouri,NaN,97,93,107,128,116
31,Vermont,NaN,1,2,3,2,2
32,Virginia,NaN,91,195,150,154,225
33,Connecticut,NaN,14,20,19,20,21
34,Iowa,NaN,38,63,67,68,71
35,Louisiana,NaN,55,76,75,78,73
36,Ohio,NaN,0,0,0,0,0
37,Michigan,NaN,125,433,433,436,436
38,South Dakota,NaN,2,3,3,3,3
39,Arkansas,NaN,27,39,35,38,52
40,Delaware,NaN,49,788,788,820,788
41,Mississippi,NaN,15,17,18,19,19
42,New Mexico,NaN,80,165,171,155,175
43,North Dakota,NaN,0,0,0,0,0
44,Wyoming,NaN,6,8,7,7,7
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,5,7,6,7,7
47,Alabama,NaN,82,118,109,104,103
48,Idaho,NaN,5,8,7,6,6
49,Montana,NaN,6,8,9,8,9
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,97,119,155,143,135
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
