,State,600,605,612,619,626,633
0,Washington,NaN,253,206,164,85,133
1,Illinois,NaN,202,219,217,219,221
2,California,NaN,666,593,739,596,543
3,Arizona,NaN,172,191,190,191,193
4,Massachusetts,NaN,61,46,37,36,36
5,Wisconsin,NaN,96,79,70,74,74
6,Texas,NaN,1838,1824,2473,2046,2094
7,Nebraska,NaN,5,2,2,2,2
8,Utah,NaN,95,97,86,78,74
9,Oregon,NaN,135,96,116,45,100
10,Florida,NaN,2501,3576,3723,3907,4096
11,New York,NaN,280,297,288,295,295
12,Rhode Island,NaN,30,13,6,9,9
13,Georgia,NaN,650,868,764,733,775
14,New Hampshire,NaN,17,17,11,5,4
15,North Carolina,NaN,356,367,353,301,314
16,New Jersey,NaN,120,115,114,115,116
17,Colorado,NaN,78,77,68,71,70
18,Maryland,NaN,110,123,125,117,121
19,Nevada,NaN,106,80,54,14,36
20,Tennessee,NaN,249,109,91,94,96
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,221,200,198,202,204
23,Kentucky,NaN,157,107,103,111,110
24,Minnesota,NaN,49,49,55,42,39
25,Oklahoma,NaN,216,216,216,216,216
26,Pennsylvania,NaN,192,213,213,215,217
27,South Carolina,NaN,389,370,146,148,92
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,174,126,121,121,121
30,Missouri,NaN,229,589,665,613,488
31,Vermont,NaN,6,6,6,6,6
32,Virginia,NaN,140,79,87,53,45
33,Connecticut,NaN,27,9,9,14,9
34,Iowa,NaN,26,26,26,26,26
35,Louisiana,NaN,349,381,370,323,153
36,Ohio,NaN,310,415,249,17,17
37,Michigan,NaN,147,115,91,55,87
38,South Dakota,NaN,11,11,11,11,11
39,Arkansas,NaN,199,244,249,255,263
40,Delaware,NaN,7,7,13,12,9
41,Mississippi,NaN,437,363,198,47,65
42,New Mexico,NaN,56,58,58,59,60
43,North Dakota,NaN,13,8,7,8,7
44,Wyoming,NaN,20,20,20,20,20
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,31,14,16,18,18
47,Alabama,NaN,301,196,126,118,124
48,Idaho,NaN,129,164,167,172,178
49,Montana,NaN,20,22,22,21,22
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,98,22,37,97,5
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
