,State,509,514,521,528,535,542
0,Washington,NaN,18,24,21,22,22
1,Illinois,NaN,158,182,182,182,182
2,California,NaN,166,162,168,171,173
3,Arizona,NaN,59,59,47,73,57
4,Massachusetts,NaN,29,27,27,27,27
5,Wisconsin,NaN,43,28,33,26,51
6,Texas,NaN,211,220,220,223,223
7,Nebraska,NaN,0,0,0,0,0
8,Utah,NaN,13,14,15,15,15
9,Oregon,NaN,47,52,49,52,52
10,Florida,NaN,325,375,379,385,388
11,New York,NaN,92,90,89,89,90
12,Rhode Island,NaN,3,3,3,3,3
13,Georgia,NaN,185,147,165,144,149
14,New Hampshire,NaN,6,9,7,6,7
15,North Carolina,NaN,146,127,121,132,139
16,New Jersey,NaN,43,41,40,41,41
17,Colorado,NaN,112,122,131,122,129
18,Maryland,NaN,46,48,50,47,50
19,Nevada,NaN,28,26,30,22,30
20,Tennessee,NaN,17,0,0,0,0
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,55,83,75,89,75
23,Kentucky,NaN,38,24,21,22,22
24,Minnesota,NaN,41,30,29,35,33
25,Oklahoma,NaN,0,0,0,0,0
26,Pennsylvania,NaN,114,111,109,105,103
27,South Carolina,NaN,24,14,18,18,26
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,33,0,0,0,0
30,Missouri,NaN,54,73,71,68,73
31,Vermont,NaN,0,0,0,0,0
32,Virginia,NaN,61,61,63,61,64
33,Connecticut,NaN,21,22,18,20,18
34,Iowa,NaN,46,36,36,35,36
35,Louisiana,NaN,30,22,20,20,21
36,Ohio,NaN,23,26,26,26,26
37,Michigan,NaN,180,191,192,193,195
38,South Dakota,NaN,2,1,2,5,1
39,Arkansas,NaN,13,13,12,13,13
40,Delaware,NaN,1,1,0,0,0
41,Mississippi,NaN,40,18,18,19,18
42,New Mexico,NaN,17,15,11,6,15
43,North Dakota,NaN,4,3,5,4,3
44,Wyoming,NaN,0,0,0,0,0
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,4,4,4,4,4
47,Alabama,NaN,78,123,30,100,136
48,Idaho,NaN,17,20,13,1,24
49,Montana,NaN,6,6,7,7,7
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,48,0,0,0,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
