,State,768,773,780,787,794,801
0,Washington,NaN,186,107,97,99,103
1,Illinois,NaN,302,278,163,96,96
2,California,NaN,965,1129,1163,1179,1208
3,Arizona,NaN,485,368,461,454,441
4,Massachusetts,NaN,237,243,249,253,258
5,Wisconsin,NaN,186,121,7,170,82
6,Texas,NaN,963,1099,1131,1151,1179
7,Nebraska,NaN,75,78,71,49,64
8,Utah,NaN,36,31,28,31,30
9,Oregon,NaN,141,161,166,204,192
10,Florida,NaN,740,80,169,385,730
11,New York,NaN,308,303,283,287,287
12,Rhode Island,NaN,6,6,6,6,6
13,Georgia,NaN,508,568,483,319,259
14,New Hampshire,NaN,40,23,15,12,24
15,North Carolina,NaN,304,276,207,195,207
16,New Jersey,NaN,226,302,285,292,281
17,Colorado,NaN,67,123,68,83,95
18,Maryland,NaN,104,158,162,165,166
19,Nevada,NaN,148,137,77,100,93
20,Tennessee,NaN,485,4,4,4,4
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,228,84,124,146,110
23,Kentucky,NaN,166,209,205,234,174
24,Minnesota,NaN,113,159,109,106,63
25,Oklahoma,NaN,293,321,326,330,336
26,Pennsylvania,NaN,535,331,142,108,164
27,South Carolina,NaN,211,100,88,82,44
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,16,831,644,412,650
30,Missouri,NaN,493,446,467,477,494
31,Vermont,NaN,10,2,2,2,2
32,Virginia,NaN,513,318,350,220,180
33,Connecticut,NaN,114,294,12,25,127
34,Iowa,NaN,147,147,147,147,147
35,Louisiana,NaN,197,194,100,87,97
36,Ohio,NaN,469,408,396,434,445
37,Michigan,NaN,453,402,26,57,179
38,South Dakota,NaN,25,17,12,10,4
39,Arkansas,NaN,143,148,168,155,158
40,Delaware,NaN,8,9,8,23,8
41,Mississippi,NaN,139,136,127,127,123
42,New Mexico,NaN,134,24,17,16,25
43,North Dakota,NaN,17,5,3,4,3
44,Wyoming,NaN,33,33,33,33,33
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,92,49,64,60,52
47,Alabama,NaN,263,287,214,173,167
48,Idaho,NaN,38,25,24,25,27
49,Montana,NaN,92,77,99,86,76
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,135,143,96,33,66
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
