,State,705,710,717,724,731,738
0,Washington,NaN,105,172,152,169,162
1,Illinois,NaN,319,294,404,331,256
2,California,NaN,389,622,330,571,734
3,Arizona,NaN,453,532,546,555,566
4,Massachusetts,NaN,235,113,116,74,28
5,Wisconsin,NaN,392,464,312,79,128
6,Texas,NaN,207,274,308,263,271
7,Nebraska,NaN,14,11,3,10,4
8,Utah,NaN,44,51,45,49,47
9,Oregon,NaN,48,38,54,68,58
10,Florida,NaN,105,100,100,101,101
11,New York,NaN,387,364,378,361,398
12,Rhode Island,NaN,22,3,3,3,3
13,Georgia,NaN,242,198,227,185,130
14,New Hampshire,NaN,35,30,30,27,6
15,North Carolina,NaN,99,196,141,215,101
16,New Jersey,NaN,149,106,109,74,41
17,Colorado,NaN,198,155,130,119,139
18,Maryland,NaN,0,0,0,0,0
19,Nevada,NaN,84,97,89,93,91
20,Tennessee,NaN,3600,1034,972,10,721
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,285,81,93,92,76
23,Kentucky,NaN,112,78,172,190,170
24,Minnesota,NaN,190,123,86,41,31
25,Oklahoma,NaN,115,19,19,19,19
26,Pennsylvania,NaN,615,580,406,299,141
27,South Carolina,NaN,90,100,87,121,94
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,31,31,31,31,31
30,Missouri,NaN,136,22,22,22,22
31,Vermont,NaN,5,4,2,0,5
32,Virginia,NaN,223,170,141,129,126
33,Connecticut,NaN,112,80,32,48,64
34,Iowa,NaN,113,24,18,27,35
35,Louisiana,NaN,23,22,33,10,16
36,Ohio,NaN,664,573,561,536,511
37,Michigan,NaN,525,229,126,78,78
38,South Dakota,NaN,19,19,19,19,19
39,Arkansas,NaN,123,76,72,64,49
40,Delaware,NaN,32,13,7,7,7
41,Mississippi,NaN,46,131,137,76,153
42,New Mexico,NaN,218,84,62,29,23
43,North Dakota,NaN,12,9,7,5,7
44,Wyoming,NaN,21,21,21,21,21
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,24,123,31,88,164
47,Alabama,NaN,56,45,43,43,43
48,Idaho,NaN,27,43,64,39,50
49,Montana,NaN,11,3,12,11,9
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,91,62,62,74,68
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
