,State,614,619,626,633,640,647
0,Washington,NaN,298,325,343,389,403
1,Illinois,NaN,217,259,261,260,262
2,California,NaN,654,701,595,468,368
3,Arizona,NaN,326,204,249,254,249
4,Massachusetts,NaN,96,69,39,35,37
5,Wisconsin,NaN,91,64,83,71,92
6,Texas,NaN,2230,2838,3564,2586,3796
7,Nebraska,NaN,51,41,13,36,4
8,Utah,NaN,94,66,49,51,49
9,Oregon,NaN,97,71,78,76,78
10,Florida,NaN,2279,11,4,4,4
11,New York,NaN,287,301,292,288,288
12,Rhode Island,NaN,8,4,6,6,6
13,Georgia,NaN,936,1164,1220,1226,1282
14,New Hampshire,NaN,14,11,9,11,11
15,North Carolina,NaN,471,582,584,592,614
16,New Jersey,NaN,148,136,121,116,116
17,Colorado,NaN,97,99,69,71,84
18,Maryland,NaN,107,136,139,140,143
19,Nevada,NaN,186,144,48,58,61
20,Tennessee,NaN,503,240,50,84,54
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,291,126,128,86,115
23,Kentucky,NaN,237,249,433,308,330
24,Minnesota,NaN,94,80,53,56,67
25,Oklahoma,NaN,300,300,300,300,300
26,Pennsylvania,NaN,276,213,166,150,146
27,South Carolina,NaN,466,636,658,680,703
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,128,123,127,131,138
30,Missouri,NaN,323,414,418,418,425
31,Vermont,NaN,6,1,1,1,1
32,Virginia,NaN,310,301,276,219,183
33,Connecticut,NaN,37,5,5,5,5
34,Iowa,NaN,93,93,93,93,93
35,Louisiana,NaN,305,394,356,278,337
36,Ohio,NaN,523,1030,1139,1464,1844
37,Michigan,NaN,242,234,213,168,97
38,South Dakota,NaN,32,16,8,14,8
39,Arkansas,NaN,119,111,84,52,41
40,Delaware,NaN,23,49,23,32,36
41,Mississippi,NaN,177,186,118,46,61
42,New Mexico,NaN,76,77,38,55,23
43,North Dakota,NaN,25,69,31,38,25
44,Wyoming,NaN,36,36,36,36,36
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,38,38,38,38,38
47,Alabama,NaN,1023,1186,975,882,702
48,Idaho,NaN,100,63,25,25,29
49,Montana,NaN,87,91,66,30,44
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,148,128,99,26,36
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
