,State,649,654,661,668,675,682
0,Washington,NaN,160,88,126,131,129
1,Illinois,NaN,180,83,80,75,54
2,California,NaN,459,349,339,366,371
3,Arizona,NaN,280,308,210,354,210
4,Massachusetts,NaN,86,97,99,100,103
5,Wisconsin,NaN,205,244,244,247,248
6,Texas,NaN,814,964,974,985,1005
7,Nebraska,NaN,771,96,96,96,96
8,Utah,NaN,92,77,39,47,44
9,Oregon,NaN,75,67,23,71,29
10,Florida,NaN,831,730,730,743,752
11,New York,NaN,193,199,191,191,190
12,Rhode Island,NaN,4,6,5,5,5
13,Georgia,NaN,473,505,516,525,535
14,New Hampshire,NaN,0,0,0,0,0
15,North Carolina,NaN,273,241,177,175,177
16,New Jersey,NaN,122,107,95,78,35
17,Colorado,NaN,153,154,114,78,88
18,Maryland,NaN,82,95,97,99,100
19,Nevada,NaN,111,39,39,58,32
20,Tennessee,NaN,152,132,114,114,114
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,207,200,260,285,270
23,Kentucky,NaN,184,763,289,335,211
24,Minnesota,NaN,133,154,119,81,75
25,Oklahoma,NaN,97,97,97,97,97
26,Pennsylvania,NaN,412,335,313,176,96
27,South Carolina,NaN,246,120,73,52,0
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,303,173,162,157,162
30,Missouri,NaN,87,101,101,102,103
31,Vermont,NaN,19,19,2,2,5
32,Virginia,NaN,222,190,162,153,151
33,Connecticut,NaN,27,2,4,5,4
34,Iowa,NaN,126,126,126,126,126
35,Louisiana,NaN,68,62,62,54,65
36,Ohio,NaN,858,1029,1036,1090,1089
37,Michigan,NaN,359,293,127,213,67
38,South Dakota,NaN,13,11,8,10,18
39,Arkansas,NaN,125,185,190,199,202
40,Delaware,NaN,24,78,33,45,58
41,Mississippi,NaN,91,168,38,149,141
42,New Mexico,NaN,64,94,76,102,79
43,North Dakota,NaN,48,20,14,11,11
44,Wyoming,NaN,17,17,17,17,17
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,60,79,81,84,86
47,Alabama,NaN,144,108,65,80,102
48,Idaho,NaN,112,147,151,156,160
49,Montana,NaN,90,28,35,31,36
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,167,115,83,50,65
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
