,State,551,556,563,570,577,584
0,Washington,NaN,34,34,34,34,34
1,Illinois,NaN,41,44,45,45,46
2,California,NaN,133,97,109,54,60
3,Arizona,NaN,69,60,70,68,71
4,Massachusetts,NaN,38,37,31,29,33
5,Wisconsin,NaN,32,36,37,38,39
6,Texas,NaN,189,155,216,145,212
7,Nebraska,NaN,8,1,0,1,1
8,Utah,NaN,10,11,11,11,11
9,Oregon,NaN,17,24,20,21,32
10,Florida,NaN,297,298,313,317,320
11,New York,NaN,41,28,27,26,26
12,Rhode Island,NaN,2,0,0,1,0
13,Georgia,NaN,52,51,51,51,51
14,New Hampshire,NaN,3,3,3,3,3
15,North Carolina,NaN,49,43,41,40,34
16,New Jersey,NaN,37,36,31,34,32
17,Colorado,NaN,21,24,21,19,15
18,Maryland,NaN,28,8,7,7,7
19,Nevada,NaN,67,70,93,46,96
20,Tennessee,NaN,30,163,245,11,529
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,24,26,28,30,29
23,Kentucky,NaN,27,16,14,11,11
24,Minnesota,NaN,15,13,11,12,12
25,Oklahoma,NaN,55,9,9,9,9
26,Pennsylvania,NaN,30,18,20,21,18
27,South Carolina,NaN,15,12,12,12,12
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,46,34,33,31,31
30,Missouri,NaN,83,25,34,13,43
31,Vermont,NaN,1,1,1,1,1
32,Virginia,NaN,22,20,20,20,20
33,Connecticut,NaN,4,3,3,3,3
34,Iowa,NaN,13,292,214,1169,370
35,Louisiana,NaN,81,70,78,74,69
36,Ohio,NaN,45,45,45,45,45
37,Michigan,NaN,34,30,32,33,32
38,South Dakota,NaN,2,0,0,0,0
39,Arkansas,NaN,59,56,56,56,57
40,Delaware,NaN,0,0,0,0,0
41,Mississippi,NaN,40,42,41,39,41
42,New Mexico,NaN,16,6,5,6,6
43,North Dakota,NaN,0,0,0,0,0
44,Wyoming,NaN,5,5,5,5,5
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,14,11,13,12,13
47,Alabama,NaN,39,33,33,33,33
48,Idaho,NaN,10,8,7,8,8
49,Montana,NaN,3,2,1,2,1
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,19,6,6,6,6
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
