,State,740,745,752,759,766,773
0,Washington,10776,353,351,218,260,324
1,Illinois,33346,897,519,570,574,574
2,California,80044,1488,1411,1287,698,817
3,Arizona,26205,713,838,798,823,842
4,Massachusetts,22034,531,290,190,100,58
5,Wisconsin,12374,372,227,163,109,55
6,Texas,79447,1362,685,734,406,456
7,Nebraska,3666,145,189,208,208,99
8,Utah,4118,76,46,40,43,43
9,Oregon,6100,225,198,227,212,227
10,Florida,65265,1770,370,514,544,486
11,New York,64846,1570,1899,1859,1920,1950
12,Rhode Island,3316,60,49,20,6,6
13,Georgia,32976,737,805,806,794,798
14,New Hampshire,2209,78,57,24,28,32
15,North Carolina,20757,479,567,581,586,605
16,New Jersey,31442,634,641,584,794,578
17,Colorado,11115,318,330,114,102,84
18,Maryland,13484,324,410,422,435,448
19,Nevada,8950,234,167,130,138,135
20,Tennessee,22142,382,103884,87427,382,229369
21,Hawaii,1181,NaN,NaN,NaN,NaN,NaN
22,Indiana,21356,563,266,194,169,192
23,Kentucky,12960,223,129,144,77,263
24,Minnesota,11561,281,178,104,89,78
25,Oklahoma,13333,272,38,38,38,38
26,Pennsylvania,40581,1173,1349,1532,1483,1362
27,South Carolina,15266,143,111,48,18,24
28,District of Columbia,1284,NaN,NaN,NaN,NaN,NaN
29,Kansas,7533,223,275,282,293,302
30,Missouri,17415,101,66,71,61,60
31,Vermont,536,20,11,4,4,2
32,Virginia,16217,412,387,411,425,427
33,Connecticut,10010,217,91,22,4,1
34,Iowa,8501,237,237,237,237,237
35,Louisiana,15674,405,252,170,95,42
36,Ohio,33537,0,1,1,0,0
37,Michigan,32263,652,652,652,652,652
38,South Dakota,2650,33,22,20,17,17
39,Arkansas,9628,161,195,241,200,220
40,Delaware,2531,48,25,66,33,52
41,Mississippi,10935,118,84,143,96,83
42,New Mexico,6454,188,186,105,208,211
43,North Dakota,2140,24,7,5,7,5
44,Wyoming,1625,34,34,34,34,34
45,Alaska,1085,NaN,NaN,NaN,NaN,NaN
46,Maine,1738,40,40,42,42,44
47,Alabama,17086,312,255,179,187,187
48,Idaho,4421,113,103,97,97,100
49,Montana,3000,13,27,18,18,27
50,Puerto Rico,3855,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,101,NaN,NaN,NaN,NaN,NaN
52,Guam,290,NaN,NaN,NaN,NaN,NaN
53,West Virginia,5763,163,126,90,77,77
54,Northern Mariana Islands,23,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
