,State,628,633,640,647,654,661
0,Washington,NaN,250,313,264,173,236
1,Illinois,NaN,195,218,218,224,225
2,California,NaN,805,7,7,7,7
3,Arizona,NaN,179,112,125,132,143
4,Massachusetts,NaN,95,145,76,62,28
5,Wisconsin,NaN,104,33,47,51,36
6,Texas,NaN,990,734,651,621,619
7,Nebraska,NaN,11,14,14,14,15
8,Utah,NaN,43,22,29,20,35
9,Oregon,NaN,188,93,105,62,65
10,Florida,NaN,1228,1548,1598,1645,1690
11,New York,NaN,213,247,239,240,239
12,Rhode Island,NaN,16,14,11,14,3
13,Georgia,NaN,980,1212,1261,1290,1340
14,New Hampshire,NaN,22,19,6,8,15
15,North Carolina,NaN,500,639,659,616,658
16,New Jersey,NaN,117,130,129,129,130
17,Colorado,NaN,148,136,127,90,71
18,Maryland,NaN,111,130,124,122,166
19,Nevada,NaN,105,116,117,117,120
20,Tennessee,NaN,337,450,468,475,494
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,289,219,364,254,123
23,Kentucky,NaN,223,209,186,170,162
24,Minnesota,NaN,155,120,149,117,112
25,Oklahoma,NaN,280,280,280,280,280
26,Pennsylvania,NaN,451,467,472,434,459
27,South Carolina,NaN,311,421,438,446,465
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,618,618,618,618,618
30,Missouri,NaN,166,345,277,304,340
31,Vermont,NaN,13,13,13,13,13
32,Virginia,NaN,257,331,337,339,346
33,Connecticut,NaN,9,12,12,12,12
34,Iowa,NaN,97,97,97,97,97
35,Louisiana,NaN,161,223,120,166,119
36,Ohio,NaN,493,42,48,43,41
37,Michigan,NaN,285,378,382,387,393
38,South Dakota,NaN,30,45,66,84,50
39,Arkansas,NaN,91,64,66,69,71
40,Delaware,NaN,22,18,705,13,36
41,Mississippi,NaN,144,157,124,110,106
42,New Mexico,NaN,54,49,44,100,108
43,North Dakota,NaN,23,7,7,5,7
44,Wyoming,NaN,47,47,47,47,47
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,73,82,82,77,82
47,Alabama,NaN,362,212,134,111,120
48,Idaho,NaN,138,136,215,203,265
49,Montana,NaN,57,71,72,77,79
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,220,195,175,191,217
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
