,State,698,703,710,717,724,731
0,Washington,NaN,111,113,113,113,115
1,Illinois,NaN,345,262,180,132,106
2,California,NaN,437,477,560,542,557
3,Arizona,NaN,469,312,72,150,109
4,Massachusetts,NaN,228,182,145,66,47
5,Wisconsin,NaN,297,262,22,193,182
6,Texas,NaN,518,440,418,365,255
7,Nebraska,NaN,24,3,9,1,0
8,Utah,NaN,58,62,58,58,58
9,Oregon,NaN,156,175,176,178,182
10,Florida,NaN,154,9734,4008,4709,5266
11,New York,NaN,429,401,399,402,426
12,Rhode Island,NaN,52,47,28,22,15
13,Georgia,NaN,172,185,195,199,201
14,New Hampshire,NaN,63,57,30,23,30
15,North Carolina,NaN,142,125,114,89,85
16,New Jersey,NaN,154,91,113,142,151
17,Colorado,NaN,217,154,104,101,99
18,Maryland,NaN,0,0,0,0,0
19,Nevada,NaN,77,26,41,29,48
20,Tennessee,NaN,226,119,1,24,39
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,413,284,253,253,253
23,Kentucky,NaN,155,137,138,138,140
24,Minnesota,NaN,231,252,188,102,97
25,Oklahoma,NaN,228,228,228,228,228
26,Pennsylvania,NaN,860,1254,1321,686,520
27,South Carolina,NaN,78,61,61,59,63
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,70,70,70,70,70
30,Missouri,NaN,171,869,202,179,1206
31,Vermont,NaN,31,19,3,3,6
32,Virginia,NaN,218,154,145,148,154
33,Connecticut,NaN,24,4,1,3,3
34,Iowa,NaN,145,145,145,145,145
35,Louisiana,NaN,45,148,130,65,135
36,Ohio,NaN,928,1009,1017,1029,1049
37,Michigan,NaN,834,725,486,210,157
38,South Dakota,NaN,32,18,13,9,11
39,Arkansas,NaN,94,78,100,80,83
40,Delaware,NaN,24,49,47,32,32
41,Mississippi,NaN,27,31,29,29,31
42,New Mexico,NaN,137,42,42,210,55
43,North Dakota,NaN,33,15,12,12,15
44,Wyoming,NaN,25,25,25,25,25
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,111,190,136,170,109
47,Alabama,NaN,92,138,157,110,162
48,Idaho,NaN,32,21,6,20,11
49,Montana,NaN,47,37,27,26,28
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,64,34,43,42,39
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
