,State,775,780,787,794,801,808
0,Washington,NaN,184,1133,1209,517,1087
1,Illinois,NaN,240,233,202,228,232
2,California,NaN,1325,1567,1547,1558,1569
3,Arizona,NaN,67,72,72,70,74
4,Massachusetts,NaN,185,111,113,127,111
5,Wisconsin,NaN,260,277,346,238,300
6,Texas,NaN,856,811,1042,1099,1169
7,Nebraska,NaN,50,61,61,63,63
8,Utah,NaN,43,97,128,85,87
9,Oregon,NaN,127,132,174,136,173
10,Florida,NaN,1423,1111,1164,1214,1236
11,New York,NaN,180,154,152,164,154
12,Rhode Island,NaN,12,13,13,13,13
13,Georgia,NaN,427,507,472,474,477
14,New Hampshire,NaN,2,1,1,1,1
15,North Carolina,NaN,229,323,320,323,327
16,New Jersey,NaN,86,92,89,92,91
17,Colorado,NaN,52,62,64,56,57
18,Maryland,NaN,60,65,64,65,65
19,Nevada,NaN,125,126,153,158,144
20,Tennessee,NaN,151,195,218,224,231
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,176,192,193,174,194
23,Kentucky,NaN,305,295,300,217,389
24,Minnesota,NaN,104,126,122,125,127
25,Oklahoma,NaN,282,320,322,324,327
26,Pennsylvania,NaN,261,203,231,208,196
27,South Carolina,NaN,142,189,184,187,188
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,65,74,72,73,74
30,Missouri,NaN,219,236,244,252,259
31,Vermont,NaN,12,17,24,41,36
32,Virginia,NaN,378,45,38,39,39
33,Connecticut,NaN,67,67,76,84,86
34,Iowa,NaN,69,31251,20736,22722,8177
35,Louisiana,NaN,127,81,28,68,43
36,Ohio,NaN,294,355,398,432,453
37,Michigan,NaN,320,404,404,403,403
38,South Dakota,NaN,22,16,17,33,23
39,Arkansas,NaN,274,170,228,198,228
40,Delaware,NaN,63,57,67,72,102
41,Mississippi,NaN,130,147,96,169,135
42,New Mexico,NaN,53,84,83,83,66
43,North Dakota,NaN,0,0,0,0,0
44,Wyoming,NaN,20,20,20,20,20
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,59,145,129,87,185
47,Alabama,NaN,238,277,267,271,273
48,Idaho,NaN,60,266,174,130,245
49,Montana,NaN,23,23,25,32,28
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,125,145,155,141,147
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
