,State,488,493,500,507,514,521
0,Washington,NaN,80,69,69,69,69
1,Illinois,NaN,206,156,156,156,156
2,California,NaN,255,377,377,288,253
3,Arizona,NaN,88,88,88,88,88
4,Massachusetts,NaN,71,77,77,77,77
5,Wisconsin,NaN,36,38,33,34,28
6,Texas,NaN,269,281,281,281,281
7,Nebraska,NaN,23,14,16,22,20
8,Utah,NaN,32,12,19,20,15
9,Oregon,NaN,33,33,33,33,33
10,Florida,NaN,407,388,388,388,388
11,New York,NaN,198,187,187,187,187
12,Rhode Island,NaN,4,0,0,0,0
13,Georgia,NaN,156,159,159,159,159
14,New Hampshire,NaN,13,16,30,37,37
15,North Carolina,NaN,96,132,267,128,89
16,New Jersey,NaN,132,146,146,146,146
17,Colorado,NaN,61,66,64,62,59
18,Maryland,NaN,65,63,63,64,63
19,Nevada,NaN,22,23,23,23,23
20,Tennessee,NaN,68,0,0,0,0
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,82,83,83,83,83
23,Kentucky,NaN,57,63,63,63,63
24,Minnesota,NaN,77,60,80,79,86
25,Oklahoma,NaN,40,0,0,0,17
26,Pennsylvania,NaN,266,266,273,266,253
27,South Carolina,NaN,36,39,39,39,39
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,19,0,0,0,0
30,Missouri,NaN,150,179,13,13,1302
31,Vermont,NaN,3,3,3,3,3
32,Virginia,NaN,89,68,68,69,69
33,Connecticut,NaN,39,34,36,30,28
34,Iowa,NaN,35,36,38,38,38
35,Louisiana,NaN,44,43,43,43,43
36,Ohio,NaN,81,94,94,94,94
37,Michigan,NaN,350,483,887,1142,375
38,South Dakota,NaN,10,7,7,7,7
39,Arkansas,NaN,23,21,21,21,21
40,Delaware,NaN,8,7,6,6,6
41,Mississippi,NaN,25,13,18,13,13
42,New Mexico,NaN,18,11,12,11,12
43,North Dakota,NaN,3,0,0,0,0
44,Wyoming,NaN,1,1,1,1,1
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,18,13,12,10,8
47,Alabama,NaN,74,63,63,61,56
48,Idaho,NaN,11,11,11,11,12
49,Montana,NaN,5,5,6,6,6
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,15,13,13,14,14
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
