,State,754,759,766,773,780,787
0,Washington,NaN,401,480,440,405,415
1,Illinois,NaN,454,467,408,251,170
2,California,NaN,1661,1701,1620,1192,1619
3,Arizona,NaN,590,710,711,709,727
4,Massachusetts,NaN,386,291,136,72,42
5,Wisconsin,NaN,262,296,302,309,315
6,Texas,NaN,1399,935,1004,624,494
7,Nebraska,NaN,50,35,21,13,11
8,Utah,NaN,102,101,89,89,91
9,Oregon,NaN,148,145,157,171,166
10,Florida,NaN,1277,435,409,241,393
11,New York,NaN,759,649,670,679,696
12,Rhode Island,NaN,15,10,7,10,10
13,Georgia,NaN,762,523,429,357,455
14,New Hampshire,NaN,52,53,54,54,50
15,North Carolina,NaN,605,763,769,786,796
16,New Jersey,NaN,375,249,153,128,118
17,Colorado,NaN,598,737,753,771,792
18,Maryland,NaN,195,274,278,285,288
19,Nevada,NaN,174,213,217,223,229
20,Tennessee,NaN,230,277,279,287,288
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,430,536,542,555,562
23,Kentucky,NaN,280,191,131,93,110
24,Minnesota,NaN,203,128,96,90,90
25,Oklahoma,NaN,311,311,311,311,311
26,Pennsylvania,NaN,575,634,644,638,634
27,South Carolina,NaN,285,241,81,63,75
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,3,3,3,3,3
30,Missouri,NaN,325,412,417,426,437
31,Vermont,NaN,10,4,2,2,2
32,Virginia,NaN,916,689,491,399,328
33,Connecticut,NaN,79,303,303,1,1
34,Iowa,NaN,180,232,236,241,248
35,Louisiana,NaN,269,250,180,143,100
36,Ohio,NaN,14,17,18,19,19
37,Michigan,NaN,552,688,690,705,714
38,South Dakota,NaN,39,69,41,12,31
39,Arkansas,NaN,268,263,293,294,314
40,Delaware,NaN,83,125,128,132,135
41,Mississippi,NaN,267,334,339,348,353
42,New Mexico,NaN,125,212,214,70,75
43,North Dakota,NaN,19,21,21,22,22
44,Wyoming,NaN,14,14,14,14,14
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,16,19,20,20,21
47,Alabama,NaN,170,199,203,205,215
48,Idaho,NaN,72,82,96,107,106
49,Montana,NaN,35,38,38,39,40
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,176,102,76,76,86
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
