,State,607,612,619,626,633,640
0,Washington,NaN,317,184,224,144,169
1,Illinois,NaN,351,409,383,373,369
2,California,NaN,911,870,817,737,766
3,Arizona,NaN,400,312,222,132,114
4,Massachusetts,NaN,121,133,141,126,110
5,Wisconsin,NaN,89,36,47,57,37
6,Texas,NaN,1805,1979,2719,1269,1903
7,Nebraska,NaN,20,21,21,22,22
8,Utah,NaN,61,37,21,43,16
9,Oregon,NaN,162,127,131,52,127
10,Florida,NaN,2478,619,619,619,619
11,New York,NaN,216,241,229,221,209
12,Rhode Island,NaN,18,9,9,9,9
13,Georgia,NaN,980,886,537,339,323
14,New Hampshire,NaN,16,9,6,8,8
15,North Carolina,NaN,667,510,344,229,198
16,New Jersey,NaN,137,115,101,80,42
17,Colorado,NaN,112,98,77,50,90
18,Maryland,NaN,107,146,149,150,153
19,Nevada,NaN,157,87,50,69,61
20,Tennessee,NaN,614,171,96,19,7
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,361,375,364,358,358
23,Kentucky,NaN,318,324,209,200,215
24,Minnesota,NaN,131,136,127,123,119
25,Oklahoma,NaN,246,246,246,246,246
26,Pennsylvania,NaN,346,268,212,194,189
27,South Carolina,NaN,526,402,144,67,74
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,84,116,118,125,129
30,Missouri,NaN,175,457,321,457,527
31,Vermont,NaN,15,15,15,15,15
32,Virginia,NaN,257,305,294,339,291
33,Connecticut,NaN,44,35,36,36,37
34,Iowa,NaN,96,120,123,133,134
35,Louisiana,NaN,368,304,269,269,269
36,Ohio,NaN,475,632,740,768,1096
37,Michigan,NaN,191,303,203,140,38
38,South Dakota,NaN,19,19,19,19,19
39,Arkansas,NaN,206,241,237,242,248
40,Delaware,NaN,30,200,139,60,69
41,Mississippi,NaN,285,408,325,275,174
42,New Mexico,NaN,81,98,85,82,75
43,North Dakota,NaN,15,15,15,15,15
44,Wyoming,NaN,55,55,55,55,55
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,21,14,14,14,14
47,Alabama,NaN,804,577,610,667,544
48,Idaho,NaN,226,152,50,43,47
49,Montana,NaN,61,87,87,90,92
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,241,110,49,45,47
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
