,State,831,836,843,850,857,864
0,Washington,NaN,25,48,48,48,48
1,Illinois,NaN,72,87,87,87,88
2,California,NaN,108,275,276,277,278
3,Arizona,NaN,71,112,112,113,113
4,Massachusetts,NaN,42,56,56,56,57
5,Wisconsin,NaN,35,35,35,35,35
6,Texas,NaN,230,254,255,256,257
7,Nebraska,NaN,11,10,10,10,10
8,Utah,NaN,8,11,11,11,11
9,Oregon,NaN,23,31,32,32,32
10,Florida,NaN,148,189,190,191,191
11,New York,NaN,146,194,194,195,196
12,Rhode Island,NaN,6,9,9,9,9
13,Georgia,NaN,65,130,131,131,132
14,New Hampshire,NaN,5,7,7,7,7
15,North Carolina,NaN,45,60,60,61,61
16,New Jersey,NaN,68,83,83,83,84
17,Colorado,NaN,61,72,73,73,74
18,Maryland,NaN,19,34,34,34,34
19,Nevada,NaN,60,88,89,90,91
20,Tennessee,NaN,56,65,65,65,66
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,44,61,61,61,61
23,Kentucky,NaN,22,102,103,104,105
24,Minnesota,NaN,21,33,33,33,33
25,Oklahoma,NaN,20,69,69,70,70
26,Pennsylvania,NaN,78,115,115,115,116
27,South Carolina,NaN,24,42,42,42,42
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,23,50,50,51,51
30,Missouri,NaN,52,49,49,49,49
31,Vermont,NaN,0,5,5,5,5
32,Virginia,NaN,58,94,95,95,96
33,Connecticut,NaN,20,28,28,28,28
34,Iowa,NaN,21,28,28,28,28
35,Louisiana,NaN,35,42,42,43,43
36,Ohio,NaN,78,111,112,113,114
37,Michigan,NaN,65,91,91,91,92
38,South Dakota,NaN,5,10,10,10,10
39,Arkansas,NaN,24,32,32,32,33
40,Delaware,NaN,8,8,8,8,8
41,Mississippi,NaN,30,31,32,32,32
42,New Mexico,NaN,12,43,43,44,44
43,North Dakota,NaN,4,8,8,8,8
44,Wyoming,NaN,4,5,5,5,5
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,9,11,11,11,12
47,Alabama,NaN,42,50,51,51,51
48,Idaho,NaN,11,13,13,13,13
49,Montana,NaN,9,46,47,48,49
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,19,32,32,32,32
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
