,State,810,815,822,829,836,843
0,Washington,NaN,21,43,44,44,44
1,Illinois,NaN,35,43,44,44,44
2,California,NaN,143,281,289,291,293
3,Arizona,NaN,80,197,199,203,205
4,Massachusetts,NaN,13,17,15,15,15
5,Wisconsin,NaN,54,59,59,59,60
6,Texas,NaN,115,212,213,214,215
7,Nebraska,NaN,49,56,34,34,56
8,Utah,NaN,2,10,10,10,10
9,Oregon,NaN,31,115,120,132,121
10,Florida,NaN,102,183,185,185,186
11,New York,NaN,13,25,25,25,25
12,Rhode Island,NaN,21,12,11,13,15
13,Georgia,NaN,102,192,195,195,197
14,New Hampshire,NaN,5,9,10,11,12
15,North Carolina,NaN,37,52,56,61,66
16,New Jersey,NaN,1,16,16,16,15
17,Colorado,NaN,16,10,10,10,10
18,Maryland,NaN,14,21,21,20,21
19,Nevada,NaN,41,61,63,66,70
20,Tennessee,NaN,0,287,337,296,265
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,35,50,50,50,51
23,Kentucky,NaN,69,140,133,139,154
24,Minnesota,NaN,10,22,21,21,22
25,Oklahoma,NaN,49,108,111,111,113
26,Pennsylvania,NaN,44,75,77,77,78
27,South Carolina,NaN,47,53,53,53,53
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,0,35,32,33,33
30,Missouri,NaN,738,821,305,854,891
31,Vermont,NaN,3,4,5,6,6
32,Virginia,NaN,6,64,67,65,68
33,Connecticut,NaN,19,24,24,24,24
34,Iowa,NaN,3,7,7,7,7
35,Louisiana,NaN,33,38,38,37,37
36,Ohio,NaN,0,7,4,3,3
37,Michigan,NaN,42,54,54,54,54
38,South Dakota,NaN,0,4,5,5,4
39,Arkansas,NaN,48,68,76,82,90
40,Delaware,NaN,4,13,14,16,14
41,Mississippi,NaN,20,18,18,18,18
42,New Mexico,NaN,28,54,54,55,56
43,North Dakota,NaN,0,0,0,0,0
44,Wyoming,NaN,7,10,11,11,12
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,3,15,14,14,14
47,Alabama,NaN,76,89,90,90,91
48,Idaho,NaN,11,16,16,16,17
49,Montana,NaN,3,8,8,7,8
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,32,26,26,0,0
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
