,State,544,549,556,563,570,577
0,Washington,NaN,39,31,30,30,30
1,Illinois,NaN,64,68,65,67,65
2,California,NaN,126,99,126,109,115
3,Arizona,NaN,82,71,38,67,59
4,Massachusetts,NaN,7,8,8,9,9
5,Wisconsin,NaN,21,24,21,22,22
6,Texas,NaN,218,203,200,202,201
7,Nebraska,NaN,19,10,10,10,10
8,Utah,NaN,23,16,15,15,15
9,Oregon,NaN,37,32,45,22,26
10,Florida,NaN,270,222,334,323,315
11,New York,NaN,28,19,19,19,19
12,Rhode Island,NaN,9,7,9,9,7
13,Georgia,NaN,96,104,107,108,110
14,New Hampshire,NaN,9,90,9,36,54
15,North Carolina,NaN,36,38,33,34,34
16,New Jersey,NaN,38,22,26,22,23
17,Colorado,NaN,40,45,43,45,44
18,Maryland,NaN,21,12,12,10,8
19,Nevada,NaN,50,49,49,49,51
20,Tennessee,NaN,0,0,0,0,0
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,19,33,43,37,36
23,Kentucky,NaN,30,35,40,43,44
24,Minnesota,NaN,13,15,17,18,18
25,Oklahoma,NaN,8,8,8,8,8
26,Pennsylvania,NaN,51,42,41,41,42
27,South Carolina,NaN,16,14,5,17,10
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,29,29,29,29,29
30,Missouri,NaN,129,374,269,290,211
31,Vermont,NaN,0,0,0,0,0
32,Virginia,NaN,27,27,29,29,29
33,Connecticut,NaN,4,1,1,1,0
34,Iowa,NaN,13,5,2,2,5
35,Louisiana,NaN,69,56,57,53,57
36,Ohio,NaN,85,85,85,85,85
37,Michigan,NaN,50,40,40,44,41
38,South Dakota,NaN,2,1,0,1,1
39,Arkansas,NaN,49,14,35,25,41
40,Delaware,NaN,3,1,1,1,1
41,Mississippi,NaN,29,28,28,27,28
42,New Mexico,NaN,37,9,9,9,9
43,North Dakota,NaN,5,4,4,4,4
44,Wyoming,NaN,13,13,13,13,13
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,30,35,35,35,35
47,Alabama,NaN,39,41,41,41,42
48,Idaho,NaN,8,7,2,13,11
49,Montana,NaN,27,23,29,17,27
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,12,11,9,9,11
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
