,State,782,787,794,801,808,815
0,Washington,NaN,143,179,158,144,142
1,Illinois,NaN,115,160,153,160,168
2,California,NaN,880,1323,1316,1314,1322
3,Arizona,NaN,0,0,0,0,0
4,Massachusetts,NaN,160,239,241,233,235
5,Wisconsin,NaN,219,424,424,426,432
6,Texas,NaN,584,903,925,947,963
7,Nebraska,NaN,7,9,8,10,12
8,Utah,NaN,125,254,311,343,350
9,Oregon,NaN,180,328,347,324,332
10,Florida,NaN,740,1014,939,1033,1160
11,New York,NaN,107,175,174,175,175
12,Rhode Island,NaN,2,3,3,3,2
13,Georgia,NaN,386,578,560,544,524
14,New Hampshire,NaN,8,9,7,11,11
15,North Carolina,NaN,127,132,128,153,174
16,New Jersey,NaN,88,137,138,140,140
17,Colorado,NaN,21,30,30,31,30
18,Maryland,NaN,74,170,175,177,177
19,Nevada,NaN,117,186,188,189,191
20,Tennessee,NaN,462,3632,4097,4583,5265
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,145,286,288,290,291
23,Kentucky,NaN,51,82,82,87,93
24,Minnesota,NaN,82,130,132,133,134
25,Oklahoma,NaN,189,350,346,351,355
26,Pennsylvania,NaN,302,446,469,481,488
27,South Carolina,NaN,616,1051,1070,1086,1103
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,17,21,19,20,23
30,Missouri,NaN,205,305,309,312,316
31,Vermont,NaN,0,0,0,0,0
32,Virginia,NaN,207,294,274,278,288
33,Connecticut,NaN,123,258,265,275,275
34,Iowa,NaN,93,146,151,155,156
35,Louisiana,NaN,126,160,163,149,151
36,Ohio,NaN,297,8288,8926,7810,7810
37,Michigan,NaN,338,672,679,685,693
38,South Dakota,NaN,26,41,42,42,43
39,Arkansas,NaN,176,372,379,385,391
40,Delaware,NaN,1,0,0,0,0
41,Mississippi,NaN,89,125,132,134,132
42,New Mexico,NaN,83,114,128,118,121
43,North Dakota,NaN,3,3,3,5,3
44,Wyoming,NaN,5,8,10,9,10
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,5,6,6,7,7
47,Alabama,NaN,418,658,645,640,643
48,Idaho,NaN,23,33,33,36,33
49,Montana,NaN,15,28,28,28,33
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,100,161,161,166,169
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
