,State,530,535,542,549,556,563
0,Washington,NaN,26,1,1,1,1
1,Illinois,NaN,39,32,29,33,32
2,California,NaN,53,43,43,38,51
3,Arizona,NaN,54,54,46,48,51
4,Massachusetts,NaN,7,10,10,8,10
5,Wisconsin,NaN,30,19,22,20,22
6,Texas,NaN,233,222,249,204,206
7,Nebraska,NaN,3,3,3,3,3
8,Utah,NaN,21,34,31,21,48
9,Oregon,NaN,25,26,26,28,27
10,Florida,NaN,211,235,241,244,246
11,New York,NaN,42,36,37,38,38
12,Rhode Island,NaN,1,7,13,9,9
13,Georgia,NaN,41,36,35,35,36
14,New Hampshire,NaN,0,0,1,0,0
15,North Carolina,NaN,14,10,8,7,7
16,New Jersey,NaN,30,28,28,28,28
17,Colorado,NaN,47,48,48,50,42
18,Maryland,NaN,11,10,11,13,15
19,Nevada,NaN,40,39,39,40,39
20,Tennessee,NaN,16,13,14,14,13
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,51,80,134,170,85
23,Kentucky,NaN,25,20,25,26,24
24,Minnesota,NaN,28,25,22,25,35
25,Oklahoma,NaN,2,2,2,2,2
26,Pennsylvania,NaN,54,52,50,49,51
27,South Carolina,NaN,7,11,6,8,7
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,8,8,8,8,8
30,Missouri,NaN,120,133,131,133,134
31,Vermont,NaN,3,3,3,3,3
32,Virginia,NaN,14,6,6,7,5
33,Connecticut,NaN,3,3,2,2,2
34,Iowa,NaN,13,12,13,13,13
35,Louisiana,NaN,33,34,39,37,42
36,Ohio,NaN,52,52,52,52,52
37,Michigan,NaN,37,19,20,25,36
38,South Dakota,NaN,12,11,40,35,16
39,Arkansas,NaN,20,41,30,21,30
40,Delaware,NaN,0,1,0,1,3
41,Mississippi,NaN,24,47,20,25,40
42,New Mexico,NaN,6,4,4,3,3
43,North Dakota,NaN,1,0,0,0,0
44,Wyoming,NaN,7,7,7,7,7
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,1,1,2,1,1
47,Alabama,NaN,19,19,27,20,26
48,Idaho,NaN,10,11,6,10,8
49,Montana,NaN,2,0,2,1,5
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,31,41,163,45,19
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
