,State,586,591,598,605,612,619
0,Washington,NaN,172,123,135,94,129
1,Illinois,NaN,206,217,216,216,217
2,California,NaN,675,696,701,693,699
3,Arizona,NaN,213,268,270,272,277
4,Massachusetts,NaN,54,53,53,53,53
5,Wisconsin,NaN,88,74,49,59,55
6,Texas,NaN,1649,1715,1742,1419,1500
7,Nebraska,NaN,17,19,19,19,19
8,Utah,NaN,53,44,38,36,38
9,Oregon,NaN,120,131,131,133,136
10,Florida,NaN,1867,1867,1867,1867,1867
11,New York,NaN,143,127,128,129,130
12,Rhode Island,NaN,12,6,6,6,6
13,Georgia,NaN,460,365,429,319,217
14,New Hampshire,NaN,27,21,14,19,17
15,North Carolina,NaN,275,234,165,122,125
16,New Jersey,NaN,123,88,74,70,65
17,Colorado,NaN,49,55,54,54,54
18,Maryland,NaN,42,38,39,39,40
19,Nevada,NaN,174,195,174,155,170
20,Tennessee,NaN,204,6,6,6,6
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,177,179,178,174,177
23,Kentucky,NaN,239,289,209,186,193
24,Minnesota,NaN,44,55,55,41,65
25,Oklahoma,NaN,180,180,180,180,180
26,Pennsylvania,NaN,144,152,151,152,152
27,South Carolina,NaN,283,190,163,60,24
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,38,1841,1121,200,1961
30,Missouri,NaN,297,367,362,365,372
31,Vermont,NaN,4,4,4,4,4
32,Virginia,NaN,183,163,169,169,154
33,Connecticut,NaN,17,10,10,10,10
34,Iowa,NaN,63,1427,1933,1243,736
35,Louisiana,NaN,464,402,380,144,94
36,Ohio,NaN,165,192,196,172,156
37,Michigan,NaN,137,160,158,161,161
38,South Dakota,NaN,5,4,4,4,4
39,Arkansas,NaN,213,266,267,272,279
40,Delaware,NaN,28,26,25,25,26
41,Mississippi,NaN,324,350,327,271,270
42,New Mexico,NaN,37,33,23,48,38
43,North Dakota,NaN,13,10,5,7,5
44,Wyoming,NaN,34,34,34,34,34
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,3,1,5,10,10
47,Alabama,NaN,211,243,241,245,250
48,Idaho,NaN,47,63,69,36,42
49,Montana,NaN,29,33,33,34,34
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,77,109,140,103,83
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
