,State,726,731,738,745,752,759
0,Washington,NaN,218,220,225,230,238
1,Illinois,NaN,873,534,797,719,772
2,California,NaN,782,627,553,556,559
3,Arizona,NaN,371,148,85,117,98
4,Massachusetts,NaN,418,468,474,483,494
5,Wisconsin,NaN,256,303,309,314,322
6,Texas,NaN,582,431,386,379,380
7,Nebraska,NaN,55,60,61,62,64
8,Utah,NaN,52,25,41,24,53
9,Oregon,NaN,131,66,88,114,98
10,Florida,NaN,0,0,0,0,0
11,New York,NaN,1647,1618,1266,1090,962
12,Rhode Island,NaN,53,64,65,66,67
13,Georgia,NaN,610,641,599,592,592
14,New Hampshire,NaN,61,61,23,27,23
15,North Carolina,NaN,350,395,400,406,413
16,New Jersey,NaN,833,841,687,869,536
17,Colorado,NaN,213,223,226,230,235
18,Maryland,NaN,478,261,269,277,286
19,Nevada,NaN,134,70,90,76,78
20,Tennessee,NaN,253,315,317,322,329
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,630,482,303,265,237
23,Kentucky,NaN,133,90,83,99,101
24,Minnesota,NaN,186,160,110,89,79
25,Oklahoma,NaN,188,5,5,5,5
26,Pennsylvania,NaN,990,1164,1186,1215,1254
27,South Carolina,NaN,212,86,49,90,109
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,56,44,38,37,38
30,Missouri,NaN,334,754,758,671,777
31,Vermont,NaN,15,16,8,10,11
32,Virginia,NaN,228,167,132,136,137
33,Connecticut,NaN,163,54,54,54,54
34,Iowa,NaN,193,193,193,193,193
35,Louisiana,NaN,92,49,32,20,72
36,Ohio,NaN,730,922,940,962,984
37,Michigan,NaN,681,388,273,101,127
38,South Dakota,NaN,37,42,42,43,44
39,Arkansas,NaN,108,149,164,149,157
40,Delaware,NaN,51,17,78,45,59
41,Mississippi,NaN,111,66,66,48,72
42,New Mexico,NaN,183,130,106,119,104
43,North Dakota,NaN,18,17,14,17,14
44,Wyoming,NaN,10,10,10,10,10
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,48,61,65,66,69
47,Alabama,NaN,9,3,2,1,1
48,Idaho,NaN,27,30,30,31,31
49,Montana,NaN,42,44,65,55,59
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,100,57,52,54,52
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
