,State,684,689,696,703,710,717
0,Washington,NaN,307,276,120,144,207
1,Illinois,NaN,333,226,188,177,179
2,California,NaN,810,788,764,769,770
3,Arizona,NaN,367,344,302,290,274
4,Massachusetts,NaN,183,180,182,184,185
5,Wisconsin,NaN,236,205,211,215,219
6,Texas,NaN,846,619,633,640,636
7,Nebraska,NaN,72,74,75,76,77
8,Utah,NaN,88,48,48,46,46
9,Oregon,NaN,103,77,77,83,82
10,Florida,NaN,831,958,973,975,983
11,New York,NaN,377,364,354,351,317
12,Rhode Island,NaN,39,35,35,35,35
13,Georgia,NaN,373,328,296,295,293
14,New Hampshire,NaN,84,83,85,88,90
15,North Carolina,NaN,215,216,180,134,131
16,New Jersey,NaN,139,145,138,138,129
17,Colorado,NaN,256,260,253,260,268
18,Maryland,NaN,82,93,94,94,95
19,Nevada,NaN,137,130,129,129,129
20,Tennessee,NaN,646,1123,324,386,7
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,489,428,433,441,450
23,Kentucky,NaN,379,370,371,380,388
24,Minnesota,NaN,350,391,404,420,431
25,Oklahoma,NaN,228,118,365,232,142
26,Pennsylvania,NaN,847,836,860,875,892
27,South Carolina,NaN,78,62,68,67,73
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,71,93,95,95,96
30,Missouri,NaN,3808,6243,6560,6765,6964
31,Vermont,NaN,15,1,1,3,3
32,Virginia,NaN,107,94,94,95,95
33,Connecticut,NaN,90,86,86,87,88
34,Iowa,NaN,93,93,93,93,93
35,Louisiana,NaN,67,62,67,66,70
36,Ohio,NaN,396,364,317,288,266
37,Michigan,NaN,1296,1541,1611,1675,1722
38,South Dakota,NaN,55,42,23,19,23
39,Arkansas,NaN,90,54,37,37,34
40,Delaware,NaN,26,6,6,6,6
41,Mississippi,NaN,34,26,26,27,27
42,New Mexico,NaN,145,154,97,75,133
43,North Dakota,NaN,49,51,52,52,53
44,Wyoming,NaN,121,121,121,121,121
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,33,37,37,38,40
47,Alabama,NaN,93,95,94,95,99
48,Idaho,NaN,83,94,95,97,99
49,Montana,NaN,123,116,116,118,125
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,188,142,90,75,88
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
