,State,712,717,724,731,738,745
0,Washington,NaN,56,66,65,64,65
1,Illinois,NaN,427,466,517,421,436
2,California,NaN,387,443,444,449,445
3,Arizona,NaN,332,403,405,411,415
4,Massachusetts,NaN,224,103,129,115,89
5,Wisconsin,NaN,112,126,128,130,131
6,Texas,NaN,545,616,597,641,584
7,Nebraska,NaN,22,0,0,0,0
8,Utah,NaN,27,30,30,30,30
9,Oregon,NaN,52,63,63,67,66
10,Florida,NaN,175,1,1,1,1
11,New York,NaN,852,715,644,608,606
12,Rhode Island,NaN,68,36,30,30,30
13,Georgia,NaN,244,255,252,253,252
14,New Hampshire,NaN,126,96,91,35,25
15,North Carolina,NaN,262,288,294,297,298
16,New Jersey,NaN,235,280,284,289,291
17,Colorado,NaN,190,262,251,138,86
18,Maryland,NaN,754,183,133,133,163
19,Nevada,NaN,46,56,56,57,56
20,Tennessee,NaN,277,3,3,3,3
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,357,576,357,117,251
23,Kentucky,NaN,251,329,333,340,342
24,Minnesota,NaN,221,367,180,195,125
25,Oklahoma,NaN,55,6,6,6,6
26,Pennsylvania,NaN,660,424,405,395,440
27,South Carolina,NaN,84,28,57,84,46
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,58,74,193,54,280
30,Missouri,NaN,260,642,474,418,484
31,Vermont,NaN,13,6,3,6,6
32,Virginia,NaN,349,303,247,226,199
33,Connecticut,NaN,87,112,111,107,106
34,Iowa,NaN,44,50,50,51,51
35,Louisiana,NaN,35,33,32,32,32
36,Ohio,NaN,960,1691,1852,2040,1745
37,Michigan,NaN,713,897,898,911,925
38,South Dakota,NaN,34,38,38,38,38
39,Arkansas,NaN,125,124,120,175,240
40,Delaware,NaN,11,13,14,16,14
41,Mississippi,NaN,70,191,63,299,197
42,New Mexico,NaN,91,78,68,66,56
43,North Dakota,NaN,17,200,735,601,668
44,Wyoming,NaN,0,0,0,0,0
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,74,74,81,87,90
47,Alabama,NaN,29,27,27,27,28
48,Idaho,NaN,94,109,61,157,57
49,Montana,NaN,8,16,12,8,17
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,84,98,99,100,101
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
