,State,537,542,549,556,563,570
0,Washington,NaN,74,20,45,40,49
1,Illinois,NaN,55,51,51,51,51
2,California,NaN,361,200,255,203,289
3,Arizona,NaN,50,56,62,67,64
4,Massachusetts,NaN,16,18,9,10,17
5,Wisconsin,NaN,54,67,70,70,73
6,Texas,NaN,130,125,125,125,125
7,Nebraska,NaN,0,0,0,0,0
8,Utah,NaN,12,9,9,9,9
9,Oregon,NaN,8,6,8,6,6
10,Florida,NaN,155,78,157,159,160
11,New York,NaN,40,32,32,33,33
12,Rhode Island,NaN,0,0,0,0,0
13,Georgia,NaN,39,16,33,34,30
14,New Hampshire,NaN,4,2,2,2,2
15,North Carolina,NaN,73,99,82,114,65
16,New Jersey,NaN,25,21,21,20,21
17,Colorado,NaN,30,25,23,22,20
18,Maryland,NaN,12,10,11,12,12
19,Nevada,NaN,20,21,39,23,7
20,Tennessee,NaN,27,31,45,28,39
21,Hawaii,NaN,NaN,NaN,NaN,NaN,NaN
22,Indiana,NaN,57,165,161,176,148
23,Kentucky,NaN,26,43,36,33,35
24,Minnesota,NaN,8,9,10,9,6
25,Oklahoma,NaN,27,27,27,27,27
26,Pennsylvania,NaN,31,39,42,43,44
27,South Carolina,NaN,19,18,21,22,21
28,District of Columbia,NaN,NaN,NaN,NaN,NaN,NaN
29,Kansas,NaN,23,23,23,23,23
30,Missouri,NaN,38,56,71,67,47
31,Vermont,NaN,0,0,0,0,0
32,Virginia,NaN,30,33,39,50,59
33,Connecticut,NaN,0,0,0,0,0
34,Iowa,NaN,1,3,2,1,0
35,Louisiana,NaN,20,19,20,20,21
36,Ohio,NaN,54,54,54,54,54
37,Michigan,NaN,50,20,22,21,24
38,South Dakota,NaN,0,0,0,0,0
39,Arkansas,NaN,48,29,31,26,32
40,Delaware,NaN,0,0,0,0,0
41,Mississippi,NaN,18,15,27,13,18
42,New Mexico,NaN,10,8,6,6,7
43,North Dakota,NaN,6,6,5,6,6
44,Wyoming,NaN,3,3,3,3,3
45,Alaska,NaN,NaN,NaN,NaN,NaN,NaN
46,Maine,NaN,2,1,1,1,1
47,Alabama,NaN,66,63,66,55,69
48,Idaho,NaN,5,2,3,5,7
49,Montana,NaN,9,9,6,9,9
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6,7,13,0,9
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
