,State,634,640,647
0,Washington,NaN,15173,13803
1,Illinois,NaN,14931,14131
2,California,NaN,33635,31419
3,Arizona,NaN,13152,10867
4,Massachusetts,NaN,8123,7491
5,Wisconsin,NaN,17421,15722
6,Texas,NaN,44174,40802
7,Nebraska,NaN,3711,3471
8,Utah,NaN,5583,5216
9,Oregon,NaN,6838,6228
10,Florida,NaN,17345,16180
11,New York,NaN,28957,26384
12,Rhode Island,NaN,1681,1590
13,Georgia,NaN,11970,11168
14,New Hampshire,NaN,3447,3211
15,North Carolina,NaN,18869,16757
16,New Jersey,NaN,9194,8375
17,Colorado,NaN,14321,13185
18,Maryland,NaN,6058,5418
19,Nevada,NaN,3733,3475
20,Tennessee,NaN,12497,11474
21,Hawaii,NaN,831,815
22,Indiana,NaN,12908,11933
23,Kentucky,NaN,12384,11553
24,Minnesota,NaN,17527,16093
25,Oklahoma,NaN,8028,7586
26,Pennsylvania,NaN,27388,24609
27,South Carolina,NaN,8770,7822
28,District of Columbia,NaN,241,204
29,Kansas,NaN,5382,5194
30,Missouri,NaN,7092,6977
31,Vermont,NaN,1417,1238
32,Virginia,NaN,12553,11378
33,Connecticut,NaN,2778,2587
34,Iowa,NaN,7572,7002
35,Louisiana,NaN,4187,3997
36,Ohio,NaN,28730,26223
37,Michigan,NaN,27484,25336
38,South Dakota,NaN,2183,2058
39,Arkansas,NaN,3762,3563
40,Delaware,NaN,2398,2247
41,Mississippi,NaN,3218,3054
42,New Mexico,NaN,4402,4113
43,North Dakota,NaN,3132,2866
44,Wyoming,NaN,2651,2398
45,Alaska,NaN,5366,4982
46,Maine,NaN,2581,2346
47,Alabama,NaN,5306,4937
48,Idaho,NaN,7411,6778
49,Montana,NaN,5601,5288
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,6705,5934
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
