,State,501,507,514
0,Washington,NaN,2684,1817
1,Illinois,NaN,2944,2497
2,California,NaN,4951,4174
3,Arizona,NaN,2143,1711
4,Massachusetts,NaN,812,637
5,Wisconsin,NaN,913,777
6,Texas,NaN,7655,6702
7,Nebraska,NaN,192,169
8,Utah,NaN,777,576
9,Oregon,NaN,1378,913
10,Florida,NaN,9138,7338
11,New York,NaN,2983,2301
12,Rhode Island,NaN,295,233
13,Georgia,NaN,2133,1879
14,New Hampshire,NaN,217,165
15,North Carolina,NaN,2481,1909
16,New Jersey,NaN,1431,1209
17,Colorado,NaN,2655,1859
18,Maryland,NaN,703,577
19,Nevada,NaN,1365,1266
20,Tennessee,NaN,1304,1108
21,Hawaii,NaN,247,185
22,Indiana,NaN,2347,1960
23,Kentucky,NaN,1531,1235
24,Minnesota,NaN,903,694
25,Oklahoma,NaN,773,695
26,Pennsylvania,NaN,2618,1958
27,South Carolina,NaN,815,737
28,District of Columbia,NaN,140,122
29,Kansas,NaN,641,546
30,Missouri,NaN,2045,1694
31,Vermont,NaN,43,41
32,Virginia,NaN,1185,999
33,Connecticut,NaN,482,387
34,Iowa,NaN,532,508
35,Louisiana,NaN,1649,1264
36,Ohio,NaN,2179,1794
37,Michigan,NaN,2277,1861
38,South Dakota,NaN,118,119
39,Arkansas,NaN,794,610
40,Delaware,NaN,271,236
41,Mississippi,NaN,671,592
42,New Mexico,NaN,554,483
43,North Dakota,NaN,197,147
44,Wyoming,NaN,318,231
45,Alaska,NaN,155,131
46,Maine,NaN,314,201
47,Alabama,NaN,1463,1147
48,Idaho,NaN,519,412
49,Montana,NaN,374,329
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,642,486
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
