,State,585,591,598
0,Washington,NaN,20531,19886
1,Illinois,NaN,29944,32566
2,California,NaN,91819,93457
3,Arizona,NaN,21067,20463
4,Massachusetts,NaN,10439,11263
5,Wisconsin,NaN,13465,14325
6,Texas,NaN,110905,114168
7,Nebraska,NaN,1306,1867
8,Utah,NaN,5586,5686
9,Oregon,NaN,14533,14467
10,Florida,NaN,134632,127243
11,New York,NaN,31850,33174
12,Rhode Island,NaN,2188,2477
13,Georgia,NaN,60980,61962
14,New Hampshire,NaN,2116,2368
15,North Carolina,NaN,43136,43276
16,New Jersey,NaN,15673,17081
17,Colorado,NaN,12350,13405
18,Maryland,NaN,10008,11126
19,Nevada,NaN,8153,8311
20,Tennessee,NaN,40211,40659
21,Hawaii,NaN,4374,4211
22,Indiana,NaN,27923,29355
23,Kentucky,NaN,27642,28052
24,Minnesota,NaN,10544,10913
25,Oklahoma,NaN,16805,18164
26,Pennsylvania,NaN,23538,25013
27,South Carolina,NaN,33741,35194
28,District of Columbia,NaN,1257,1362
29,Kansas,NaN,10692,11614
30,Missouri,NaN,17880,19701
31,Vermont,NaN,895,943
32,Virginia,NaN,22335,24459
33,Connecticut,NaN,5638,6186
34,Iowa,NaN,8853,10028
35,Louisiana,NaN,28723,28267
36,Ohio,NaN,33331,35832
37,Michigan,NaN,19320,22562
38,South Dakota,NaN,2855,3285
39,Arkansas,NaN,13973,14060
40,Delaware,NaN,2767,2943
41,Mississippi,NaN,21294,21532
42,New Mexico,NaN,7423,8395
43,North Dakota,NaN,2108,2267
44,Wyoming,NaN,2687,2704
45,Alaska,NaN,2818,2741
46,Maine,NaN,1946,2162
47,Alabama,NaN,27110,26744
48,Idaho,NaN,5080,5173
49,Montana,NaN,4383,5164
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,8831,9207
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
