,State,480,486,493
0,Washington,NaN,6744,5424
1,Illinois,NaN,9696,8136
2,California,NaN,9417,8568
3,Arizona,NaN,3342,2756
4,Massachusetts,NaN,2874,2479
5,Wisconsin,NaN,2862,2434
6,Texas,NaN,13280,11953
7,Nebraska,NaN,887,915
8,Utah,NaN,1236,1060
9,Oregon,NaN,3273,2554
10,Florida,NaN,18389,14597
11,New York,NaN,10456,8442
12,Rhode Island,NaN,907,710
13,Georgia,NaN,5119,5014
14,New Hampshire,NaN,1106,865
15,North Carolina,NaN,7068,5755
16,New Jersey,NaN,2645,2619
17,Colorado,NaN,6982,5533
18,Maryland,NaN,2375,2267
19,Nevada,NaN,2194,1784
20,Tennessee,NaN,4230,3883
21,Hawaii,NaN,383,290
22,Indiana,NaN,4927,4250
23,Kentucky,NaN,3027,2698
24,Minnesota,NaN,5141,4020
25,Oklahoma,NaN,1524,1537
26,Pennsylvania,NaN,10017,7778
27,South Carolina,NaN,3940,3883
28,District of Columbia,NaN,289,222
29,Kansas,NaN,1141,1150
30,Missouri,NaN,2812,2669
31,Vermont,NaN,315,267
32,Virginia,NaN,3302,3095
33,Connecticut,NaN,1772,1450
34,Iowa,NaN,1535,1535
35,Louisiana,NaN,2772,2496
36,Ohio,NaN,6515,6084
37,Michigan,NaN,10976,8868
38,South Dakota,NaN,686,585
39,Arkansas,NaN,1174,1149
40,Delaware,NaN,795,715
41,Mississippi,NaN,1512,1478
42,New Mexico,NaN,1422,1261
43,North Dakota,NaN,511,443
44,Wyoming,NaN,384,343
45,Alaska,NaN,356,305
46,Maine,NaN,1345,1098
47,Alabama,NaN,6831,5308
48,Idaho,NaN,975,854
49,Montana,NaN,714,665
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,1769,1453
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
