,State,473,479,486
0,Washington,NaN,7642,6346
1,Illinois,NaN,13016,11060
2,California,NaN,12154,11298
3,Arizona,NaN,4067,3373
4,Massachusetts,NaN,4646,4038
5,Wisconsin,NaN,3866,3414
6,Texas,NaN,16034,14676
7,Nebraska,NaN,1204,1157
8,Utah,NaN,1546,1400
9,Oregon,NaN,4395,3600
10,Florida,NaN,22418,18410
11,New York,NaN,14882,12819
12,Rhode Island,NaN,1420,1193
13,Georgia,NaN,7179,6628
14,New Hampshire,NaN,1252,1117
15,North Carolina,NaN,8969,7719
16,New Jersey,NaN,7576,6585
17,Colorado,NaN,7985,6509
18,Maryland,NaN,3673,3264
19,Nevada,NaN,2339,2161
20,Tennessee,NaN,4647,4246
21,Hawaii,NaN,572,508
22,Indiana,NaN,6323,5820
23,Kentucky,NaN,3626,3333
24,Minnesota,NaN,7579,6068
25,Oklahoma,NaN,1597,1582
26,Pennsylvania,NaN,14534,12390
27,South Carolina,NaN,4064,3715
28,District of Columbia,NaN,425,391
29,Kansas,NaN,1471,1447
30,Missouri,NaN,3618,3548
31,Vermont,NaN,334,296
32,Virginia,NaN,4844,4439
33,Connecticut,NaN,2993,2638
34,Iowa,NaN,2219,2103
35,Louisiana,NaN,2905,2668
36,Ohio,NaN,7508,6774
37,Michigan,NaN,17492,14382
38,South Dakota,NaN,543,536
39,Arkansas,NaN,1353,1271
40,Delaware,NaN,1058,871
41,Mississippi,NaN,1371,1349
42,New Mexico,NaN,1419,1339
43,North Dakota,NaN,698,618
44,Wyoming,NaN,468,411
45,Alaska,NaN,501,441
46,Maine,NaN,1655,1401
47,Alabama,NaN,2293,2172
48,Idaho,NaN,996,931
49,Montana,NaN,863,800
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,2103,1904
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
