,State,669,675,682
0,Washington,NaN,12538,13221
1,Illinois,NaN,30885,33862
2,California,NaN,38645,42341
3,Arizona,NaN,26285,27254
4,Massachusetts,NaN,17459,19498
5,Wisconsin,NaN,26772,29384
6,Texas,NaN,27885,31772
7,Nebraska,NaN,6830,7492
8,Utah,NaN,9908,11891
9,Oregon,NaN,6648,7265
10,Florida,NaN,12268,14149
11,New York,NaN,47149,51372
12,Rhode Island,NaN,3547,3770
13,Georgia,NaN,9399,10775
14,New Hampshire,NaN,6422,6810
15,North Carolina,NaN,14325,15442
16,New Jersey,NaN,15423,17300
17,Colorado,NaN,24623,26908
18,Maryland,NaN,6768,7667
19,Nevada,NaN,4955,5440
20,Tennessee,NaN,10404,12226
21,Hawaii,NaN,997,1035
22,Indiana,NaN,19631,22180
23,Kentucky,NaN,11379,12902
24,Minnesota,NaN,31547,33353
25,Oklahoma,NaN,7131,7982
26,Pennsylvania,NaN,44505,49009
27,South Carolina,NaN,5501,6295
28,District of Columbia,NaN,555,607
29,Kansas,NaN,8727,9530
30,Missouri,NaN,20193,22320
31,Vermont,NaN,2556,2660
32,Virginia,NaN,11339,12537
33,Connecticut,NaN,5872,6332
34,Iowa,NaN,10564,11712
35,Louisiana,NaN,3543,4095
36,Ohio,NaN,43096,48418
37,Michigan,NaN,68251,72439
38,South Dakota,NaN,3438,3822
39,Arkansas,NaN,4674,5233
40,Delaware,NaN,3014,3390
41,Mississippi,NaN,2534,2867
42,New Mexico,NaN,10602,11284
43,North Dakota,NaN,3615,3776
44,Wyoming,NaN,2090,2307
45,Alaska,NaN,2541,2609
46,Maine,NaN,5083,5508
47,Alabama,NaN,3685,4207
48,Idaho,NaN,3836,4185
49,Montana,NaN,4382,5016
50,Puerto Rico,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN
53,West Virginia,NaN,6637,7070
54,Northern Mariana Islands,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN
